Lemma,Nombre d'apparitions,Frequence d'apparition
eer,25,0.14535
herelden,17,0.09884
.,16,0.09302
en,16,0.09302
zijn,11,0.06395
vol,5,0.02907
eer+het,3,0.01744
eerleden,2,0.01163
willen,2,0.01163
in,2,0.01163
spelen,1,0.00581
juk,1,0.00581
kwellen,1,0.00581
vlieden,1,0.00581
stelen,1,0.00581
zwaard,1,0.00581
delen,1,0.00581
verhard,1,0.00581
vernaard,1,0.00581
verwaren,1,0.00581
zij,1,0.00581
puurt,1,0.00581
moeten+men,1,0.00581
zien,1,0.00581
maar,1,0.00581
roven,1,0.00581
noch,1,0.00581
eerlijk,1,0.00581
dienen,1,0.00581
geen,1,0.00581
kennen,1,0.00581
eer+het+helden,1,0.00581
zot,1,0.00581
heel,1,0.00581
eer+helden,1,0.00581
bespotten,1,0.00581
belagen,1,0.00581
zotternijde,1,0.00581
dracht,1,0.00581
hun,1,0.00581
achten,1,0.00581
niet,1,0.00581
pracht,1,0.00581
koenraad,1,0.00581
mijn,1,0.00581
zonde,1,0.00581
wreken,1,0.00581
wispelperen,1,0.00581
delgen,1,0.00581
woest,1,0.00581
eer+het+ijdelijk,1,0.00581
gaan,1,0.00581
schijnen,1,0.00581
waan,1,0.00581
smaat,1,0.00581
praat,1,0.00581
een,1,0.00581
kwaad,1,0.00581
haat,1,0.00581
rood,1,0.00581
zoet,1,0.00581
eer+helft,1,0.00581
moeten,1,0.00581
goed,1,0.00581
baan,1,0.00581
lukken,1,0.00581
de,1,0.00581
scheiden,1,0.00581
doemen,1,0.00581
belgen,1,0.00581
eren,1,0.00581
zwelgen,1,0.00581
zuipen,1,0.00581
schreien,1,0.00581
wanhopen,1,0.00581
tot,1,0.00581
spreiden,1,0.00581
vleed,1,0.00581
trootlet,1,0.00581
gewin,1,0.00581
zich,1,0.00581
beeld,1,0.00581
houden,1,0.00581
