Lemma,Nombre d'apparitions,Frequence d'apparition
gij,15,0.04076
eer,15,0.04076
hij,12,0.03261
uw,10,0.02717
een,9,0.02446
groot,8,0.02174
zijn,8,0.02174
en,8,0.02174
de,7,0.01902
dat,7,0.01902
van,6,0.0163
zeer,6,0.0163
goed,5,0.01359
ne,5,0.01359
wij,5,0.01359
ook,4,0.01087
die,4,0.01087
aardrijk,4,0.01087
al,4,0.01087
te,4,0.01087
berg,3,0.00815
met,3,0.00815
rein,3,0.00815
hangen,3,0.00815
hebben,3,0.00815
haasten,3,0.00815
daar,3,0.00815
goedheid,3,0.00815
eten,3,0.00815
a,3,0.00815
na,2,0.00543
wel,2,0.00543
vol,2,0.00543
vruchtbaar,2,0.00543
niet,2,0.00543
tot,2,0.00543
uit,2,0.00543
voorwaar,2,0.00543
schoon,2,0.00543
vast,2,0.00543
vrucht,2,0.00543
in,2,0.00543
om,2,0.00543
bij,2,0.00543
kracht,2,0.00543
zij,2,0.00543
mijn,2,0.00543
hoofd,2,0.00543
o,2,0.00543
als,2,0.00543
plegen,2,0.00543
zullen,2,0.00543
stil,2,0.00543
willen,2,0.00543
regen,2,0.00543
haken,2,0.00543
haar,2,0.00543
desgelijk,1,0.00272
eraan+hitter,1,0.00272
eterhand,1,0.00272
bekwaam,1,0.00272
worden,1,0.00272
voren,1,0.00272
bezoeken,1,0.00272
voortkomen,1,0.00272
te+de,1,0.00272
overvloed,1,0.00272
dijn,1,0.00272
best,1,0.00272
ellerlijk,1,0.00272
ander,1,0.00272
dauw,1,0.00272
rijk,1,0.00272
tarwe,1,0.00272
fontein,1,0.00272
het,1,0.00272
blijdschap,1,0.00272
voort,1,0.00272
dragen,1,0.00272
springen,1,0.00272
lemma_unclear,1,0.00272
woestijn,1,0.00272
tijd,1,0.00272
breken,1,0.00272
even,1,0.00272
getal,1,0.00272
gaan,1,0.00272
alvest,1,0.00272
afscheiden,1,0.00272
heten,1,0.00272
men,1,0.00272
koren,1,0.00272
staan,1,0.00272
alzo,1,0.00272
schijnen,1,0.00272
te+ontspringen,1,0.00272
verblijden,1,0.00272
ei,1,0.00272
moeten,1,0.00272
eigen,1,0.00272
zingen,1,0.00272
weide,1,0.00272
beemd,1,0.00272
men+zien,1,0.00272
oven,1,0.00272
daarterkijk,1,0.00272
tezamen,1,0.00272
benedijen,1,0.00272
versieren,1,0.00272
overvloedig,1,0.00272
laten,1,0.00272
vetten,1,0.00272
toorn,1,0.00272
klein,1,0.00272
uit+de,1,0.00272
zelf,1,0.00272
de+in,1,0.00272
vruchten,1,0.00272
ee,1,0.00272
wijn,1,0.00272
lustig,1,0.00272
esten,1,0.00272
schrijdelijk,1,0.00272
hoog,1,0.00272
verwonderen,1,0.00272
doorgronden,1,0.00272
ergave,1,0.00272
el,1,0.00272
uitlezen,1,0.00272
altijd,1,0.00272
mogen,1,0.00272
wezen,1,0.00272
onder,1,0.00272
scheiden,1,0.00272
meer,1,0.00272
de+heerlijkheid,1,0.00272
huis,1,0.00272
verzaden,1,0.00272
darikum,1,0.00272
het+huis,1,0.00272
zwaar,1,0.00272
zonde,1,0.00272
misdaad,1,0.00272
getalmen,1,0.00272
stem,1,0.00272
ioon,1,0.00272
openbaar,1,0.00272
beloven,1,0.00272
gave,1,0.00272
gemeen,1,0.00272
deewijl,1,0.00272
voet,1,0.00272
horen,1,0.00272
abten,1,0.00272
volk,1,0.00272
uitverkoren,1,0.00272
:,1,0.00272
vallen,1,0.00272
woon,1,0.00272
voeden,1,0.00272
fijn,1,0.00272
als+het,1,0.00272
macht,1,0.00272
het+ij,1,0.00272
bloot,1,0.00272
kond,1,0.00272
bruil,1,0.00272
eren,1,0.00272
bewegen,1,0.00272
loven,1,0.00272
enscheden,1,0.00272
woede,1,0.00272
volker,1,0.00272
bemreken,1,0.00272
wonderlijk,1,0.00272
werken,1,0.00272
sterkheid,1,0.00272
door,1,0.00272
verheffen,1,0.00272
vermaard,1,0.00272
ik+ne,1,0.00272
beschermen,1,0.00272
bewaren,1,0.00272
houden,1,0.00272
antwoorden,1,0.00272
geven,1,0.00272
egel,1,0.00272
maken,1,0.00272
aan,1,0.00272
vertrouwen,1,0.00272
omvangen,1,0.00272
toen,1,0.00272
op,1,0.00272
alleen,1,0.00272
hart,1,0.00272
