Lemma,Nombre d'apparitions,Frequence d'apparition
gij,7,0.06796
zullen,7,0.06796
al,3,0.02913
zo,3,0.02913
dijn,3,0.02913
vroeg,3,0.02913
laten,3,0.02913
hebben,3,0.02913
zich,3,0.02913
wreken,3,0.02913
veel,3,0.02913
hoofd,3,0.02913
meer,3,0.02913
eer,3,0.02913
zin,3,0.02913
uw,3,0.02913
geen,2,0.01942
schoonte,2,0.01942
die,2,0.01942
of,2,0.01942
tegen,2,0.01942
als,2,0.01942
treek,2,0.01942
een,2,0.01942
wezen,1,0.00971
eten,1,0.00971
jonkheer,1,0.00971
obi.tig,1,0.00971
ee,1,0.00971
jonaar,1,0.00971
rant,1,0.00971
ranten,1,0.00971
niet,1,0.00971
.,1,0.00971
om,1,0.00971
werenman,1,0.00971
smeken,1,0.00971
ernatie,1,0.00971
dan,1,0.00971
met,1,0.00971
lachen,1,0.00971
en,1,0.00971
duiden,1,0.00971
terge,1,0.00971
hij,1,0.00971
hangen,1,0.00971
twee,1,0.00971
zijn,1,0.00971
haten,1,0.00971
ik,1,0.00971
ander+het,1,0.00971
pijn,1,0.00971
iefod,1,0.00971
vreemd,1,0.00971
het+of,1,0.00971
