Lemma,Nombre d'apparitions,Frequence d'apparition
ik,9,0.05844
mijn,6,0.03896
uw,5,0.03247
een,4,0.02597
de,4,0.02597
haar,3,0.01948
met,3,0.01948
zijn,3,0.01948
et,3,0.01948
hebben,3,0.01948
dat,3,0.01948
hard,3,0.01948
dus,2,0.01299
na,2,0.01299
leven,2,0.01299
zij,2,0.01299
engel,2,0.01299
willen,2,0.01299
aan,2,0.01299
wat,2,0.01299
horen,2,0.01299
te,2,0.01299
zoet,1,0.00649
minne,1,0.00649
hoek,1,0.00649
gevad,1,0.00649
elia,1,0.00649
het+in,1,0.00649
af,1,0.00649
vlam,1,0.00649
anarnans,1,0.00649
trans,1,0.00649
huis,1,0.00649
als,1,0.00649
blinken,1,0.00649
moeten,1,0.00649
het+om,1,0.00649
droomte,1,0.00649
datum,1,0.00649
indien,1,0.00649
sterven,1,0.00649
of,1,0.00649
o,1,0.00649
lezen,1,0.00649
werenm,1,0.00649
broesen,1,0.00649
teder,1,0.00649
durven,1,0.00649
lang,1,0.00649
geven,1,0.00649
brand,1,0.00649
doodsteken,1,0.00649
hoeden,1,0.00649
kok,1,0.00649
dooien,1,0.00649
niet,1,0.00649
nat,1,0.00649
varen,1,0.00649
van,1,0.00649
midden,1,0.00649
hoofd,1,0.00649
op,1,0.00649
golvoet,1,0.00649
roos,1,0.00649
rusten,1,0.00649
ijl,1,0.00649
plaag,1,0.00649
schipbriek,1,0.00649
ziel,1,0.00649
om,1,0.00649
vlaag,1,0.00649
fel,1,0.00649
buit,1,0.00649
ontstelen,1,0.00649
innaar,1,0.00649
jaakt,1,0.00649
droef,1,0.00649
:,1,0.00649
ramp,1,0.00649
pijn,1,0.00649
ekendelijk,1,0.00649
schroven,1,0.00649
gelijk,1,0.00649
in,1,0.00649
veld,1,0.00649
wreed,1,0.00649
zoon,1,0.00649
door,1,0.00649
al,1,0.00649
koken,1,0.00649
klaar,1,0.00649
neef,1,0.00649
kunnen,1,0.00649
geen,1,0.00649
schijnen,1,0.00649
hier,1,0.00649
troosten,1,0.00649
hoop,1,0.00649
haten,1,0.00649
klomsteren,1,0.00649
weg,1,0.00649
voor,1,0.00649
glans,1,0.00649
verduisteren,1,0.00649
worden,1,0.00649
die,1,0.00649
zin,1,0.00649
