Lemma,Nombre d'apparitions,Frequence d'apparition
zijn,12,0.04688
uw,11,0.04297
gij,11,0.04297
hij,11,0.04297
ne,6,0.02344
een,6,0.02344
het,6,0.02344
zullen,5,0.01953
in,5,0.01953
de,5,0.01953
kunnen,4,0.01562
ziel,4,0.01562
al,4,0.01562
hoofd,3,0.01172
van,3,0.01172
op,3,0.01172
hart,3,0.01172
et,3,0.01172
eer,3,0.01172
haar,3,0.01172
troost,3,0.01172
schat,2,0.00781
eten,2,0.00781
stil,2,0.00781
o,2,0.00781
met,2,0.00781
af,2,0.00781
hochten,2,0.00781
lief,2,0.00781
die,2,0.00781
zo,2,0.00781
te,2,0.00781
raad,2,0.00781
zoet,2,0.00781
en,2,0.00781
laten,2,0.00781
houden,2,0.00781
niet,2,0.00781
horen,2,0.00781
verblijden,2,0.00781
dat,2,0.00781
lopen,1,0.00391
al+dat,1,0.00391
schoot,1,0.00391
jane,1,0.00391
overdenken,1,0.00391
overvallen,1,0.00391
hierop,1,0.00391
bidden,1,0.00391
om,1,0.00391
genade,1,0.00391
nood,1,0.00391
hinder,1,0.00391
wezen,1,0.00391
vinden,1,0.00391
over,1,0.00391
obstinatie,1,0.00391
aalde,1,0.00391
genezen,1,0.00391
el,1,0.00391
betrouwen,1,0.00391
wijs,1,0.00391
kwaad,1,0.00391
menen,1,0.00391
de+eer,1,0.00391
groot,1,0.00391
zeer,1,0.00391
lijden,1,0.00391
pad,1,0.00391
kort,1,0.00391
roven,1,0.00391
zee,1,0.00391
iemand,1,0.00391
vat,1,0.00391
onvenduldelijk,1,0.00391
onzienlijk,1,0.00391
goed,1,0.00391
esther,1,0.00391
midden,1,0.00391
als,1,0.00391
lemma_unclear,1,0.00391
moeden,1,0.00391
vertroosten,1,0.00391
somtijds,1,0.00391
maken,1,0.00391
bitter,1,0.00391
uit,1,0.00391
zwaak,1,0.00391
slecht,1,0.00391
aa,1,0.00391
of,1,0.00391
ja,1,0.00391
slaan,1,0.00391
voor,1,0.00391
vallen,1,0.00391
ederdoek,1,0.00391
traan,1,0.00391
overwinnen,1,0.00391
wel,1,0.00391
aan,1,0.00391
stijf,1,0.00391
zometijd,1,0.00391
hoop,1,0.00391
binnen,1,0.00391
tijd,1,0.00391
waar,1,0.00391
helpen,1,0.00391
weer,1,0.00391
hood,1,0.00391
man,1,0.00391
verliezen,1,0.00391
hebben,1,0.00391
krenken,1,0.00391
strijd,1,0.00391
zwaar,1,0.00391
droefheid,1,0.00391
nederwaarts,1,0.00391
rouw,1,0.00391
vroom,1,0.00391
worden,1,0.00391
gunnen,1,0.00391
meer,1,0.00391
druk,1,0.00391
kruis,1,0.00391
hand,1,0.00391
overkomen,1,0.00391
haten,1,0.00391
wonderwaar,1,0.00391
ding,1,0.00391
sterk,1,0.00391
oop,1,0.00391
benouwen,1,0.00391
verkrijgen,1,0.00391
hulp,1,0.00391
trouw,1,0.00391
daar,1,0.00391
nimmermeer,1,0.00391
troosten,1,0.00391
na,1,0.00391
stijgen,1,0.00391
opwaarts,1,0.00391
zij,1,0.00391
geloof,1,0.00391
