Lemma,Nombre d'apparitions,Frequence d'apparition
mijn,9,0.05028
van,7,0.03911
hard,6,0.03352
een,5,0.02793
zij,5,0.02793
zijn,5,0.02793
dat,4,0.02235
haar,4,0.02235
niet,3,0.01676
wij,3,0.01676
hebben,3,0.01676
die,3,0.01676
de,3,0.01676
in,3,0.01676
zo,3,0.01676
hart,2,0.01117
lichaam,2,0.01117
vast,2,0.01117
staan,2,0.01117
daar,2,0.01117
ik,2,0.01117
als,2,0.01117
gedachte,2,0.01117
ziel,2,0.01117
gij,2,0.01117
houden,2,0.01117
gunst,2,0.01117
dan,2,0.01117
te,2,0.01117
het,2,0.01117
scheiden,2,0.01117
traan,1,0.00559
mogen,1,0.00559
afwinnen,1,0.00559
goedertieren,1,0.00559
voorspoek,1,0.00559
dooin,1,0.00559
vrezen,1,0.00559
gelaos,1,0.00559
ramp,1,0.00559
of,1,0.00559
naken,1,0.00559
wel,1,0.00559
resplelen,1,0.00559
heden,1,0.00559
zeer,1,0.00559
vrijheid,1,0.00559
versheidenheid,1,0.00559
teken,1,0.00559
geen,1,0.00559
groeien,1,0.00559
malkander,1,0.00559
gelijk,1,0.00559
bei,1,0.00559
achten,1,0.00559
worden,1,0.00559
booi,1,0.00559
want,1,0.00559
aannemen,1,0.00559
het+wie,1,0.00559
heilig,1,0.00559
aan+het,1,0.00559
heer,1,0.00559
agnes,1,0.00559
hij,1,0.00559
iefden,1,0.00559
binden,1,0.00559
binden+het,1,0.00559
komen,1,0.00559
vrucht,1,0.00559
zullen+men,1,0.00559
uit,1,0.00559
trekken,1,0.00559
brand,1,0.00559
sancorteid,1,0.00559
plaats,1,0.00559
op,1,0.00559
beiden,1,0.00559
eer,1,0.00559
scheuren,1,0.00559
verzachten,1,0.00559
hand,1,0.00559
moeien,1,0.00559
schadelijk,1,0.00559
zullen,1,0.00559
duchten,1,0.00559
ook,1,0.00559
lief,1,0.00559
pogen,1,0.00559
om,1,0.00559
goed,1,0.00559
laten,1,0.00559
rouw,1,0.00559
ja's1im,1,0.00559
maken,1,0.00559
waardig,1,0.00559
al,1,0.00559
boven,1,0.00559
vermanen,1,0.00559
men,1,0.00559
deugd,1,0.00559
oud,1,0.00559
godwilligheid,1,0.00559
voorts,1,0.00559
knielen,1,0.00559
ie,1,0.00559
vruchtbaar,1,0.00559
bedauwd,1,0.00559
arm,1,0.00559
dauw,1,0.00559
vervrezen,1,0.00559
blijk,1,0.00559
