Lemma,Nombre d'apparitions,Frequence d'apparition
zijn,18,0.06186
een,13,0.04467
ik,9,0.03093
eten,8,0.02749
al,6,0.02062
en,6,0.02062
haar,6,0.02062
hebben,5,0.01718
hij,5,0.01718
zo,5,0.01718
mijn,5,0.01718
in,5,0.01718
van,4,0.01375
ne,4,0.01375
eeuwig,4,0.01375
hier,4,0.01375
zullen,4,0.01375
leven,4,0.01375
hand,3,0.01031
ziel,3,0.01031
het,3,0.01031
uw,3,0.01031
weg,3,0.01031
zalig,3,0.01031
ech,3,0.01031
staan,3,0.01031
lusten,3,0.01031
de,3,0.01031
kok,3,0.01031
.,3,0.01031
hoofd,3,0.01031
met,3,0.01031
eer,3,0.01031
gij,2,0.00687
zitten,2,0.00687
hood,2,0.00687
pad,2,0.00687
te,2,0.00687
dan,2,0.00687
vrij,2,0.00687
na,2,0.00687
als,2,0.00687
nimmermeer,2,0.00687
euvel,2,0.00687
uit,2,0.00687
ja,2,0.00687
heil,2,0.00687
haten,2,0.00687
vrede,2,0.00687
rusten,2,0.00687
blijven,2,0.00687
aan,2,0.00687
geven,2,0.00687
heer,2,0.00687
schrijven,2,0.00687
te+de,2,0.00687
mogen,2,0.00687
emma,1,0.00344
getrouwen,1,0.00344
ierbond,1,0.00344
geest,1,0.00344
verkoren,1,0.00344
dwalen,1,0.00344
doen,1,0.00344
bekennen,1,0.00344
te+de+emaal,1,0.00344
waar,1,0.00344
halen,1,0.00344
rug,1,0.00344
die,1,0.00344
krom,1,0.00344
delgen,1,0.00344
hoot,1,0.00344
sterven,1,0.00344
erf,1,0.00344
dat,1,0.00344
ie,1,0.00344
wezen,1,0.00344
prijzen,1,0.00344
recht,1,0.00344
el,1,0.00344
boek,1,0.00344
aanschrijven,1,0.00344
steil,1,0.00344
hangen,1,0.00344
doek,1,0.00344
rol,1,0.00344
malkander,1,0.00344
hemel,1,0.00344
veranderen,1,0.00344
aarde,1,0.00344
nimmer,1,0.00344
worden,1,0.00344
liggen,1,0.00344
bezwijken,1,0.00344
band,1,0.00344
wijken,1,0.00344
moeten,1,0.00344
et,1,0.00344
lopen,1,0.00344
lijdzaamheid,1,0.00344
bereiden,1,0.00344
hart,1,0.00344
krijgen,1,0.00344
licht,1,0.00344
bij,1,0.00344
laten,1,0.00344
eer+het,1,0.00344
oud,1,0.00344
aanschouwen,1,0.00344
niet,1,0.00344
berouwen,1,0.00344
nooit,1,0.00344
heerschaar,1,0.00344
gunstigen,1,0.00344
sluiten,1,0.00344
trouw,1,0.00344
hoop,1,0.00344
heerlijkheid,1,0.00344
eerdelijk,1,0.00344
veel,1,0.00344
schande,1,0.00344
komen,1,0.00344
op,1,0.00344
inwendig,1,0.00344
bestadig,1,0.00344
er+hij,1,0.00344
rede,1,0.00344
vinden,1,0.00344
zien,1,0.00344
hond,1,0.00344
veilig,1,0.00344
heilig,1,0.00344
blij,1,0.00344
herbreken,1,0.00344
slaan+zijn,1,0.00344
binden,1,0.00344
genoeg,1,0.00344
lang,1,0.00344
eigendom,1,0.00344
