Lemma,Nombre d'apparitions,Frequence d'apparition
hij,18,0.06642
een,17,0.06273
de,14,0.05166
zijn,9,0.03321
hebben,7,0.02583
ne,7,0.02583
te,7,0.02583
.,6,0.02214
geven,5,0.01845
als,5,0.01845
wij,4,0.01476
en,3,0.01107
groot,3,0.01107
het,3,0.01107
hoofd,3,0.01107
et,3,0.01107
gij,3,0.01107
tot,3,0.01107
die,3,0.01107
vinden,2,0.00738
deze,2,0.00738
heffen,2,0.00738
eten,2,0.00738
ei,2,0.00738
zij,2,0.00738
doen,2,0.00738
dood,2,0.00738
slaan,2,0.00738
op,2,0.00738
haar,2,0.00738
wereld,2,0.00738
in,2,0.00738
worden,2,0.00738
uw,2,0.00738
maken,2,0.00738
altijd,2,0.00738
van,2,0.00738
mens,2,0.00738
staan,1,0.00369
voedsel,1,0.00369
voor,1,0.00369
ellaken,1,0.00369
lijden,1,0.00369
borst,1,0.00369
hoeder,1,0.00369
dwingen,1,0.00369
recht,1,0.00369
spijs,1,0.00369
zelf,1,0.00369
heilig,1,0.00369
af,1,0.00369
ever,1,0.00369
eester,1,0.00369
necht,1,0.00369
eer,1,0.00369
hardenkeigeit,1,0.00369
verzoeten,1,0.00369
nederheidigheid,1,0.00369
medicijn,1,0.00369
beeld,1,0.00369
erk,1,0.00369
eilen,1,0.00369
behoedelijk,1,0.00369
zaligheid,1,0.00369
godsel,1,0.00369
iegelin,1,0.00369
dit,1,0.00369
dat,1,0.00369
bidden,1,0.00369
grank,1,0.00369
hemel,1,0.00369
hepijs,1,0.00369
engel,1,0.00369
hoor,1,0.00369
dank,1,0.00369
eeuwig,1,0.00369
ontvangen,1,0.00369
kok,1,0.00369
el,1,0.00369
uit,1,0.00369
trekken,1,0.00369
knaap,1,0.00369
minder,1,0.00369
scheppen,1,0.00369
vuil,1,0.00369
na,1,0.00369
olik,1,0.00369
hennaar,1,0.00369
versteken,1,0.00369
voet,1,0.00369
hoe,1,0.00369
judas,1,0.00369
blijven,1,0.00369
om,1,0.00369
verdrijven,1,0.00369
zoeken,1,0.00369
holk,1,0.00369
hoofds,1,0.00369
behoeden,1,0.00369
eed,1,0.00369
leven,1,0.00369
lood,1,0.00369
ik+schip,1,0.00369
ziel,1,0.00369
beminnen,1,0.00369
alleen,1,0.00369
niet,1,0.00369
overwinden,1,0.00369
harentijden,1,0.00369
bewijzen,1,0.00369
bevinden,1,0.00369
nooit,1,0.00369
hart,1,0.00369
rond,1,0.00369
wijd,1,0.00369
door,1,0.00369
getrouw,1,0.00369
zo,1,0.00369
daar,1,0.00369
hoddelijk,1,0.00369
ook,1,0.00369
bedachte,1,0.00369
wassen,1,0.00369
a,1,0.00369
vervallen,1,0.00369
rechten,1,0.00369
geweg,1,0.00369
met,1,0.00369
haastein,1,0.00369
onvruikelijk,1,0.00369
vergeten,1,0.00369
ongemeten,1,0.00369
ootmoedigheid,1,0.00369
diepsbud,1,0.00369
esatement,1,0.00369
emind,1,0.00369
acharmaat,1,0.00369
n,1,0.00369
laten,1,0.00369
ik+ne,1,0.00369
erenbroek,1,0.00369
veranderen,1,0.00369
hangen,1,0.00369
schijn,1,0.00369
onder,1,0.00369
ik+schamen,1,0.00369
stelen,1,0.00369
eeuwigheid,1,0.00369
