Lemma,Nombre d'apparitions,Frequence d'apparition
een,11,0.0514
ne,8,0.03738
de,7,0.03271
het,7,0.03271
van,6,0.02804
zijn,6,0.02804
niet,5,0.02336
die,4,0.01869
uit,4,0.01869
ik,4,0.01869
als,4,0.01869
dan,3,0.01402
en,3,0.01402
in,3,0.01402
mijn,3,0.01402
hebben,3,0.01402
men,2,0.00935
goed,2,0.00935
al,2,0.00935
et,2,0.00935
eten,2,0.00935
haten,2,0.00935
moeien,2,0.00935
doen,2,0.00935
hij,2,0.00935
mogen,2,0.00935
meer,2,0.00935
hand,2,0.00935
rijkdom,2,0.00935
dag,2,0.00935
haar,2,0.00935
goud,2,0.00935
hier,2,0.00935
eel,1,0.00467
hangen,1,0.00467
matijlijk,1,0.00467
begeren,1,0.00467
begeerlijk,1,0.00467
lijden,1,0.00467
houden,1,0.00467
noging,1,0.00467
leren,1,0.00467
hart,1,0.00467
ervinding,1,0.00467
waart,1,0.00467
maken,1,0.00467
veel,1,0.00467
gezien,1,0.00467
geen,1,0.00467
door,1,0.00467
onderhouden,1,0.00467
ons,1,0.00467
e,1,0.00467
gemoed,1,0.00467
zelf,1,0.00467
geven,1,0.00467
rusten,1,0.00467
nooit,1,0.00467
ijdelheid,1,0.00467
stellen,1,0.00467
zin,1,0.00467
regeren,1,0.00467
hoofd,1,0.00467
geld,1,0.00467
rijk,1,0.00467
ook,1,0.00467
evenwellen,1,0.00467
zulk,1,0.00467
dragen,1,0.00467
nederig,1,0.00467
slecht,1,0.00467
zullen,1,0.00467
kok,1,0.00467
nietig,1,0.00467
om,1,0.00467
tijd,1,0.00467
bejagen,1,0.00467
ieder,1,0.00467
kostelijk,1,0.00467
het+zeggen,1,0.00467
horen,1,0.00467
ergenoemen,1,0.00467
tot,1,0.00467
gij,1,0.00467
last,1,0.00467
jonarig,1,0.00467
ja,1,0.00467
spruit,1,0.00467
aarde,1,0.00467
zwart,1,0.00467
kruid,1,0.00467
gras,1,0.00467
bloem,1,0.00467
zoetigheid,1,0.00467
rek,1,0.00467
genoegen,1,0.00467
behagen,1,0.00467
klinken,1,0.00467
laten,1,0.00467
kelten+hij,1,0.00467
.,1,0.00467
verspreiden,1,0.00467
gland,1,0.00467
huurraar,1,0.00467
voor,1,0.00467
bezien,1,0.00467
verstrekken,1,0.00467
dood,1,0.00467
erin+heteren,1,0.00467
zaal,1,0.00467
opgaan,1,0.00467
hoeden,1,0.00467
ees,1,0.00467
geren,1,0.00467
met,1,0.00467
genieten,1,0.00467
omgromen,1,0.00467
zoetheid,1,0.00467
hollijk,1,0.00467
boom,1,0.00467
willig,1,0.00467
troon,1,0.00467
dal+het,1,0.00467
vrouw,1,0.00467
keur,1,0.00467
na,1,0.00467
persoon,1,0.00467
op,1,0.00467
wachten,1,0.00467
staan,1,0.00467
kroon,1,0.00467
scheiden,1,0.00467
