Lemma,Nombre d'apparitions,Frequence d'apparition
gij,13,0.04797
ik,11,0.04059
hier,10,0.0369
zijn,8,0.02952
dat,7,0.02583
eten,7,0.02583
een,6,0.02214
zien,5,0.01845
ne,4,0.01476
het,4,0.01476
en,4,0.01476
de,4,0.01476
na,4,0.01476
al,3,0.01107
niet,3,0.01107
wel,3,0.01107
mijn,3,0.01107
van,3,0.01107
wij,3,0.01107
haten,3,0.01107
onder,3,0.01107
hard,3,0.01107
uw,3,0.01107
ook,2,0.00738
laten,2,0.00738
o,2,0.00738
oog,2,0.00738
geen,2,0.00738
kunnen,2,0.00738
brauw,2,0.00738
staan,2,0.00738
dunken,2,0.00738
zo,2,0.00738
hoe,2,0.00738
nu,2,0.00738
eerstmaal,2,0.00738
volmaakt,2,0.00738
voor,2,0.00738
noch,2,0.00738
houden,2,0.00738
hebben,2,0.00738
zowus,2,0.00738
groen,2,0.00738
zeggen,2,0.00738
hij,2,0.00738
haar,2,0.00738
om,2,0.00738
uitspreken,1,0.00369
nooit,1,0.00369
schoon,1,0.00369
leiden,1,0.00369
vroeg,1,0.00369
verbergen,1,0.00369
deze,1,0.00369
in,1,0.00369
je,1,0.00369
want,1,0.00369
deugd,1,0.00369
verwonderen,1,0.00369
as,1,0.00369
veel,1,0.00369
wezen,1,0.00369
aanzien,1,0.00369
minder,1,0.00369
haasten,1,0.00369
recht,1,0.00369
mee,1,0.00369
beeld,1,0.00369
kennen,1,0.00369
open,1,0.00369
wat,1,0.00369
bij,1,0.00369
emmelstoud,1,0.00369
gebieden,1,0.00369
eens,1,0.00369
hoddijn,1,0.00369
dikmaals,1,0.00369
kok,1,0.00369
hoog,1,0.00369
daar,1,0.00369
die,1,0.00369
staren,1,0.00369
hode,1,0.00369
e,1,0.00369
lodder,1,0.00369
ontbreken,1,0.00369
hoofd,1,0.00369
getelen,1,0.00369
volmaaktheid,1,0.00369
schijnen,1,0.00369
tong,1,0.00369
zelf,1,0.00369
waarlijk,1,0.00369
de+van,1,0.00369
onverduldig,1,0.00369
rusten,1,0.00369
zij,1,0.00369
te,1,0.00369
huis,1,0.00369
gardineren,1,0.00369
worden,1,0.00369
secreet,1,0.00369
lijften,1,0.00369
spreken,1,0.00369
min,1,0.00369
heet,1,0.00369
gerachtig,1,0.00369
steken,1,0.00369
op,1,0.00369
doen,1,0.00369
arijn+de,1,0.00369
weide,1,0.00369
gaan,1,0.00369
hamer,1,0.00369
eeuwelijk,1,0.00369
telg,1,0.00369
schuilen,1,0.00369
bidden,1,0.00369
werpen+winnen,1,0.00369
tonen,1,0.00369
lijf,1,0.00369
arderin,1,0.00369
lof,1,0.00369
samen,1,0.00369
handelen,1,0.00369
ons,1,0.00369
lang,1,0.00369
i,1,0.00369
ee,1,0.00369
weiden,1,0.00369
klavvouden,1,0.00369
n,1,0.00369
liggen,1,0.00369
el,1,0.00369
varen,1,0.00369
verbie,1,0.00369
vijf,1,0.00369
leuen,1,0.00369
gij+het,1,0.00369
smart,1,0.00369
zwaar,1,0.00369
leeuw,1,0.00369
af,1,0.00369
verlieven,1,0.00369
aarderin,1,0.00369
verhalen,1,0.00369
eerst,1,0.00369
stad,1,0.00369
de+te,1,0.00369
met,1,0.00369
heefvoorden,1,0.00369
lijden,1,0.00369
leen,1,0.00369
