Lemma,Nombre d'apparitions,Frequence d'apparition
zijn,6,0.03636
gij,6,0.03636
dat,5,0.0303
hij,4,0.02424
en,3,0.01818
de,3,0.01818
een,3,0.01818
huis,3,0.01818
zij,3,0.01818
zullen,3,0.01818
moeten,3,0.01818
om,2,0.01212
hebben,2,0.01212
nu,2,0.01212
vrijen,2,0.01212
wie,2,0.01212
niet,2,0.01212
met,2,0.01212
eer,2,0.01212
het,2,0.01212
ne,2,0.01212
vrij,2,0.01212
vrijgen,1,0.00606
geen,1,0.00606
land,1,0.00606
in+dat,1,0.00606
ja,1,0.00606
kwant,1,0.00606
onachtbaar,1,0.00606
schande,1,0.00606
in,1,0.00606
lief,1,0.00606
o,1,0.00606
kussen,1,0.00606
lijden,1,0.00606
heten,1,0.00606
ijl,1,0.00606
lusten,1,0.00606
haar,1,0.00606
blijven,1,0.00606
schoon,1,0.00606
die,1,0.00606
beminnen,1,0.00606
zijde,1,0.00606
beide,1,0.00606
aan,1,0.00606
maken+zij,1,0.00606
meer,1,0.00606
verachten+men,1,0.00606
liefde,1,0.00606
eerietlang,1,0.00606
beginnen,1,0.00606
eerst,1,0.00606
vrezen,1,0.00606
willen,1,0.00606
men,1,0.00606
bij,1,0.00606
wezen,1,0.00606
doch,1,0.00606
eten,1,0.00606
treuren,1,0.00606
hard,1,0.00606
daar+het,1,0.00606
kroon,1,0.00606
schenken,1,0.00606
bevreden,1,0.00606
het+is,1,0.00606
rinnen+zij,1,0.00606
rusten,1,0.00606
mogen,1,0.00606
liggen,1,0.00606
vragen,1,0.00606
gaan,1,0.00606
vlieden,1,0.00606
na,1,0.00606
bescheid,1,0.00606
onder,1,0.00606
meien,1,0.00606
menig,1,0.00606
zeggen,1,0.00606
er+zijn,1,0.00606
zien,1,0.00606
noch,1,0.00606
horen,1,0.00606
doven,1,0.00606
blinde,1,0.00606
hat,1,0.00606
geschieden,1,0.00606
geloven,1,0.00606
kunnen,1,0.00606
iet,1,0.00606
wonderbaar,1,0.00606
heel,1,0.00606
waarachtig,1,0.00606
jaar,1,0.00606
nieuw,1,0.00606
vrolijk,1,0.00606
knaap,1,0.00606
eel,1,0.00606
frijs,1,0.00606
schuwen,1,0.00606
meisje,1,0.00606
consenteren,1,0.00606
betalen,1,0.00606
achtentachtig,1,0.00606
die+het,1,0.00606
nog,1,0.00606
dat+zij,1,0.00606
onwijs,1,0.00606
tegluik,1,0.00606
wat,1,0.00606
zenden,1,0.00606
houden,1,0.00606
omhoog,1,0.00606
somtij+hij,1,0.00606
ook,1,0.00606
goed,1,0.00606
groot,1,0.00606
veel,1,0.00606
even,1,0.00606
het+zijn,1,0.00606
molengies,1,0.00606
blind,1,0.00606
