Lemma,Nombre d'apparitions,Frequence d'apparition
zijn,8,0.05
het,7,0.04375
als,6,0.0375
een,5,0.03125
kunnen,5,0.03125
de,4,0.025
ne,4,0.025
men,3,0.01875
ik,3,0.01875
in,3,0.01875
hand,3,0.01875
van,3,0.01875
et,3,0.01875
die,3,0.01875
a,2,0.0125
of,2,0.0125
noch,2,0.0125
wel,2,0.0125
zoet,2,0.0125
lijken,2,0.0125
te,2,0.0125
aan,2,0.0125
altijd,2,0.0125
geliggen,2,0.0125
niet,2,0.0125
gebruid,1,0.00625
moeten,1,0.00625
je,1,0.00625
eer,1,0.00625
kind,1,0.00625
vrouw,1,0.00625
zonder,1,0.00625
met,1,0.00625
verhachten,1,0.00625
bij,1,0.00625
worden,1,0.00625
hifferen,1,0.00625
smeer,1,0.00625
mogen,1,0.00625
lustig,1,0.00625
harp,1,0.00625
jagen,1,0.00625
en,1,0.00625
iet,1,0.00625
jobak,1,0.00625
beter,1,0.00625
zij,1,0.00625
minnelang,1,0.00625
heet,1,0.00625
deze,1,0.00625
willen,1,0.00625
uit,1,0.00625
hij,1,0.00625
keren,1,0.00625
gij,1,0.00625
tot,1,0.00625
verstoken,1,0.00625
smaren,1,0.00625
keel,1,0.00625
veel,1,0.00625
meer,1,0.00625
kost,1,0.00625
houd,1,0.00625
schenden,1,0.00625
immenhout,1,0.00625
ne+zij,1,0.00625
bekennen,1,0.00625
drinken,1,0.00625
al,1,0.00625
knaap,1,0.00625
akshuis,1,0.00625
staan,1,0.00625
ontmoeten,1,0.00625
haten,1,0.00625
verzoeten,1,0.00625
vermeren,1,0.00625
gaan,1,0.00625
kuizen,1,0.00625
haar,1,0.00625
ervinver,1,0.00625
het+zijn,1,0.00625
vrolijkheid,1,0.00625
lief,1,0.00625
ook,1,0.00625
trouw,1,0.00625
bedenken,1,0.00625
mijn,1,0.00625
hebben,1,0.00625
neen,1,0.00625
bloed,1,0.00625
meest,1,0.00625
het+zij,1,0.00625
eten,1,0.00625
maar,1,0.00625
hangen,1,0.00625
de+wijsheid,1,0.00625
bier,1,0.00625
zien,1,0.00625
loven,1,0.00625
berouwen,1,0.00625
meet,1,0.00625
zacht,1,0.00625
eind,1,0.00625
