Lemma,Nombre d'apparitions,Frequence d'apparition
hij,14,0.08589
een,13,0.07975
ne,12,0.07362
de,10,0.06135
tot,6,0.03681
gij,6,0.03681
met,5,0.03067
op,5,0.03067
dan,4,0.02454
uw,4,0.02454
eer,4,0.02454
dat,4,0.02454
ja,4,0.02454
daar,4,0.02454
ik,4,0.02454
geen,3,0.0184
wij,3,0.0184
zij,3,0.0184
nu,3,0.0184
zo,3,0.0184
het,3,0.0184
welk,3,0.0184
in,3,0.0184
ons,2,0.01227
om,2,0.01227
niet,2,0.01227
zijn,2,0.01227
en,2,0.01227
mijn,2,0.01227
hier,2,0.01227
deze,2,0.01227
van,2,0.01227
eten,2,0.01227
of,2,0.01227
men,2,0.01227
die,2,0.01227
eerst,1,0.00613
als,1,0.00613
jane,1,0.00613
alzo,1,0.00613
aldaar,1,0.00613
onder,1,0.00613
hat,1,0.00613
dit,1,0.00613
bij,1,0.00613
kostelijk,1,0.00613
al,1,0.00613
etscheid,1,0.00613
.,1,0.00613
ook,1,0.00613
