Lemma,Nombre d'apparitions,Frequence d'apparition
de,8,0.13333
een,5,0.08333
ne,4,0.06667
wie,3,0.05
op,3,0.05
noch,2,0.03333
in,2,0.03333
van,2,0.03333
met,2,0.03333
al,2,0.03333
voor,1,0.01667
door,1,0.01667
deder,1,0.01667
na,1,0.01667
als+men,1,0.01667
hij,1,0.01667
hoe,1,0.01667
dan,1,0.01667
hoofd,1,0.01667
eelijk,1,0.01667
dat,1,0.01667
zonde,1,0.01667
heen,1,0.01667
niet,1,0.01667
et,1,0.01667
als,1,0.01667
haar,1,0.01667
hoofdwilkilijk,1,0.01667
maar,1,0.01667
ooi,1,0.01667
zijn,1,0.01667
neef,1,0.01667
het,1,0.01667
die,1,0.01667
tot,1,0.01667
ook,1,0.01667
zondig,1,0.01667
