Lemma,Nombre d'apparitions,Frequence d'apparition
gij,12,0.10084
een,9,0.07563
mijn,7,0.05882
uw,7,0.05882
en,5,0.04202
de,5,0.04202
te,4,0.03361
eten,4,0.03361
al,3,0.02521
ik,3,0.02521
wij,3,0.02521
hij,3,0.02521
zonder,3,0.02521
als,3,0.02521
zijn,2,0.01681
op,2,0.01681
noch,2,0.01681
in,2,0.01681
niet,2,0.01681
dat,2,0.01681
wie,2,0.01681
voor,2,0.01681
te+de,2,0.01681
het,2,0.01681
van,2,0.01681
zij,2,0.01681
deze,1,0.0084
hosten,1,0.0084
haar,1,0.0084
met,1,0.0084
of,1,0.0084
ne,1,0.0084
aan,1,0.0084
de+haten,1,0.0084
jezus,1,0.0084
o,1,0.0084
eer,1,0.0084
dit,1,0.0084
ver,1,0.0084
harder,1,0.0084
hangen,1,0.0084
door,1,0.0084
die,1,0.0084
iet,1,0.0084
ije,1,0.0084
ut,1,0.0084
tot,1,0.0084
tonen,1,0.0084
",",1,0.0084
dikwijl,1,0.0084
