Lemma,Nombre d'apparitions,Frequence d'apparition
wij,7,0.0875
de,7,0.0875
hij,4,0.05
en,3,0.0375
al,3,0.0375
hier,3,0.0375
een,3,0.0375
zijn,3,0.0375
ne,3,0.0375
in,3,0.0375
met,3,0.0375
of,3,0.0375
gij,3,0.0375
tot,2,0.025
boven,2,0.025
ons,2,0.025
te,2,0.025
het+in,1,0.0125
enig,1,0.0125
eeuwelijk,1,0.0125
het+hoofd,1,0.0125
hartelijk,1,0.0125
geen,1,0.0125
ne+zij,1,0.0125
zeer,1,0.0125
als,1,0.0125
heilig,1,0.0125
door,1,0.0125
ik+ne,1,0.0125
zonder,1,0.0125
hoofd,1,0.0125
uitvallen,1,0.0125
op,1,0.0125
geeste,1,0.0125
om,1,0.0125
duur,1,0.0125
voor,1,0.0125
naad,1,0.0125
na,1,0.0125
rijkelijk,1,0.0125
eisen,1,0.0125
