Lemma,Nombre d'apparitions,Frequence d'apparition
en,11,0.1236
de,5,0.05618
in,4,0.04494
niet,4,0.04494
eer,3,0.03371
haar,3,0.03371
van,3,0.03371
zijn,3,0.03371
een,2,0.02247
het,2,0.02247
noch,2,0.02247
hij,2,0.02247
uw,2,0.02247
die,2,0.02247
ook,2,0.02247
hand,2,0.02247
wij,2,0.02247
dijn,2,0.02247
du,2,0.02247
eten,1,0.01124
wat,1,0.01124
gij,1,0.01124
spreken,1,0.01124
dat,1,0.01124
iemand,1,0.01124
om,1,0.01124
ne,1,0.01124
allerbest,1,0.01124
wel,1,0.01124
hood,1,0.01124
vol,1,0.01124
zij,1,0.01124
getakte,1,0.01124
op,1,0.01124
heiliglijk,1,0.01124
erop,1,0.01124
hoog,1,0.01124
dus,1,0.01124
dat+zijn,1,0.01124
zes,1,0.01124
de+ijdiarenheid,1,0.01124
hangen,1,0.01124
al,1,0.01124
te+de,1,0.01124
ja,1,0.01124
spreken+men,1,0.01124
na,1,0.01124
hoofd,1,0.01124
hier,1,0.01124
het+volk,1,0.01124
