Lemma,Nombre d'apparitions,Frequence d'apparition
een,13,0.12621
ik,7,0.06796
mijn,5,0.04854
van,4,0.03883
die,4,0.03883
de,3,0.02913
eer,3,0.02913
in,3,0.02913
wat,3,0.02913
wij,3,0.02913
ne,3,0.02913
gij,3,0.02913
deze,2,0.01942
hier,2,0.01942
voor,2,0.01942
haar,2,0.01942
zij,2,0.01942
te,2,0.01942
om,2,0.01942
bij,2,0.01942
het,2,0.01942
ont,2,0.01942
eten,2,0.01942
hemp,1,0.00971
ech,1,0.00971
al,1,0.00971
haten,1,0.00971
hoe,1,0.00971
adertreur,1,0.00971
c,1,0.00971
onder,1,0.00971
ja,1,0.00971
zoet,1,0.00971
oom,1,0.00971
de+naagst,1,0.00971
hoe+het,1,0.00971
immen,1,0.00971
hood,1,0.00971
heffelijk,1,0.00971
en,1,0.00971
ert,1,0.00971
met,1,0.00971
te+de,1,0.00971
ee,1,0.00971
naar,1,0.00971
aan+het,1,0.00971
eli,1,0.00971
als,1,0.00971
diet,1,0.00971
na,1,0.00971
