Lemma,Nombre d'apparitions,Frequence d'apparition
een,14,0.11765
op,8,0.06723
uw,7,0.05882
hij,6,0.05042
met,5,0.04202
ik,4,0.03361
dat,4,0.03361
of,4,0.03361
wij,4,0.03361
van,4,0.03361
ne,4,0.03361
als,3,0.02521
zijn,3,0.02521
zij,2,0.01681
hoofd,2,0.01681
lang,2,0.01681
de,2,0.01681
zelf,2,0.01681
haten,2,0.01681
echt,2,0.01681
hebben,2,0.01681
die,2,0.01681
deze,2,0.01681
mijn,2,0.01681
in,2,0.01681
nu,1,0.0084
.,1,0.0084
zien,1,0.0084
kok,1,0.0084
zingen,1,0.0084
ook,1,0.0084
kuik,1,0.0084
achten,1,0.0084
te,1,0.0084
dan,1,0.0084
men,1,0.0084
wie,1,0.0084
heer,1,0.0084
eer,1,0.0084
doch,1,0.0084
wat,1,0.0084
blij,1,0.0084
eten,1,0.0084
het,1,0.0084
ons,1,0.0084
eerietlang,1,0.0084
hoor,1,0.0084
gij,1,0.0084
te+de,1,0.0084
zo,1,0.0084
