Lemma,Nombre d'apparitions,Frequence d'apparition
een,25,0.17986
de,7,0.05036
te,6,0.04317
in,6,0.04317
ons,6,0.04317
van,6,0.04317
voor,4,0.02878
en,4,0.02878
eten,4,0.02878
zijn,3,0.02158
gij,3,0.02158
het,3,0.02158
ook,3,0.02158
zonder,3,0.02158
ja,3,0.02158
wij,3,0.02158
die,3,0.02158
haar,3,0.02158
uw,3,0.02158
voorwaar,3,0.02158
hier,2,0.01439
hood,2,0.01439
dus,2,0.01439
geen,2,0.01439
naar,2,0.01439
noch,2,0.01439
nooit,2,0.01439
al,2,0.01439
hoeder,1,0.00719
hij,1,0.00719
haten,1,0.00719
voorttijds,1,0.00719
ontvangen,1,0.00719
voort,1,0.00719
ade,1,0.00719
god,1,0.00719
hode,1,0.00719
na,1,0.00719
boven,1,0.00719
ineden,1,0.00719
zij,1,0.00719
niet,1,0.00719
of,1,0.00719
o,1,0.00719
heilig,1,0.00719
even,1,0.00719
eens,1,0.00719
ne+zij,1,0.00719
ne,1,0.00719
daar,1,0.00719
