Lemma,Nombre d'apparitions,Frequence d'apparition
een,10,0.1087
en,9,0.09783
de,9,0.09783
hij,7,0.07609
hoofd,6,0.06522
zijn,6,0.06522
in,3,0.03261
haar,3,0.03261
zij,3,0.03261
zeer,2,0.02174
door,2,0.02174
ook,2,0.02174
tot,2,0.02174
die,2,0.02174
niet,1,0.01087
en+het,1,0.01087
eten,1,0.01087
ie,1,0.01087
eeuwig,1,0.01087
zulk,1,0.01087
eer,1,0.01087
met,1,0.01087
ei,1,0.01087
na,1,0.01087
op,1,0.01087
hand,1,0.01087
aprodelijk,1,0.01087
daar,1,0.01087
als,1,0.01087
eerlijk,1,0.01087
iesal,1,0.01087
iemand,1,0.01087
zonder,1,0.01087
te+zijn,1,0.01087
el,1,0.01087
eeuwelijk,1,0.01087
deze,1,0.01087
al,1,0.01087
.,1,0.01087
hoe,1,0.01087
