Lemma,Nombre d'apparitions,Frequence d'apparition
een,12,0.10811
hij,11,0.0991
en,6,0.05405
hoofd,5,0.04505
elk,4,0.03604
op,4,0.03604
te,4,0.03604
zij,4,0.03604
hier,4,0.03604
eten,3,0.02703
haar,3,0.02703
eer,3,0.02703
dat,3,0.02703
zijn,3,0.02703
ei,2,0.01802
gij,2,0.01802
niet,2,0.01802
de,2,0.01802
om,2,0.01802
al,2,0.01802
in,1,0.00901
na,1,0.00901
tenemen,1,0.00901
zeer,1,0.00901
eind,1,0.00901
ja,1,0.00901
hand,1,0.00901
het+het+jas,1,0.00901
ne,1,0.00901
wie,1,0.00901
zonder,1,0.00901
voor,1,0.00901
twee,1,0.00901
het+zij,1,0.00901
niemand,1,0.00901
dit+zijn,1,0.00901
maar,1,0.00901
hoeden,1,0.00901
toe,1,0.00901
hebben,1,0.00901
als,1,0.00901
o,1,0.00901
te+woord,1,0.00901
kant,1,0.00901
van,1,0.00901
voort,1,0.00901
huwelijk,1,0.00901
met,1,0.00901
nu,1,0.00901
het+welk,1,0.00901
