Lemma,Nombre d'apparitions,Frequence d'apparition
een,29,0.13426
ik,29,0.13426
mijn,13,0.06019
gij,12,0.05556
hebben,10,0.0463
de,10,0.0463
van,7,0.03241
en,7,0.03241
hoofd,6,0.02778
niet,6,0.02778
ne,6,0.02778
dat,6,0.02778
hij,5,0.02315
haar,4,0.01852
in,4,0.01852
ie,4,0.01852
ja,4,0.01852
altijd,3,0.01389
te,3,0.01389
als,3,0.01389
al,3,0.01389
hangen,3,0.01389
eer,3,0.01389
hier,2,0.00926
.,2,0.00926
je,2,0.00926
zij,2,0.00926
nu,2,0.00926
toch,2,0.00926
hand,2,0.00926
tot,2,0.00926
zo,2,0.00926
te+de,1,0.00463
hiernaar,1,0.00463
die,1,0.00463
dienaar,1,0.00463
g,1,0.00463
nimmermeer,1,0.00463
zonder,1,0.00463
johannes,1,0.00463
de+in,1,0.00463
het+in,1,0.00463
ook,1,0.00463
heffen,1,0.00463
eten,1,0.00463
het+zijn,1,0.00463
haten,1,0.00463
om,1,0.00463
in+de,1,0.00463
dijn,1,0.00463
