Lemma,Nombre d'apparitions,Frequence d'apparition
de,6,0.09677
zijn,5,0.08065
van,4,0.06452
et,4,0.06452
eten,3,0.04839
aan,3,0.04839
gij,2,0.03226
noch,2,0.03226
dan,2,0.03226
wij,2,0.03226
het+ooit,2,0.03226
na,2,0.03226
a,1,0.01613
ons,1,0.01613
door,1,0.01613
alzo,1,0.01613
ne,1,0.01613
met,1,0.01613
en,1,0.01613
al,1,0.01613
een,1,0.01613
haar,1,0.01613
wat,1,0.01613
driest,1,0.01613
deze,1,0.01613
hel,1,0.01613
heten,1,0.01613
tot,1,0.01613
hoo,1,0.01613
hoe,1,0.01613
heden,1,0.01613
dat,1,0.01613
het+in,1,0.01613
dit,1,0.01613
op,1,0.01613
uw,1,0.01613
voor,1,0.01613
