Lemma,Nombre d'apparitions,Frequence d'apparition
hij,13,0.07558
de,11,0.06395
wij,8,0.04651
haar,7,0.0407
op,7,0.0407
deze,7,0.0407
een,6,0.03488
zij,6,0.03488
dat,5,0.02907
ik,5,0.02907
hood,5,0.02907
als,4,0.02326
.,4,0.02326
uw,4,0.02326
eten,4,0.02326
zo,4,0.02326
met,4,0.02326
niet,4,0.02326
die,4,0.02326
eer,4,0.02326
et,3,0.01744
ne,3,0.01744
aan,3,0.01744
:,3,0.01744
het,3,0.01744
in,3,0.01744
lang,3,0.01744
wel,2,0.01163
want,2,0.01163
hand,2,0.01163
al,2,0.01163
geen,2,0.01163
van,2,0.01163
en,2,0.01163
hoofd,2,0.01163
hangen,2,0.01163
gij,2,0.01163
hebben,2,0.01163
nu,2,0.01163
zeer,1,0.00581
voor,1,0.00581
n,1,0.00581
eens,1,0.00581
heden,1,0.00581
staan,1,0.00581
nimmer,1,0.00581
voorbuis,1,0.00581
haten,1,0.00581
menselijk,1,0.00581
ei,1,0.00581
