Lemma,Nombre d'apparitions,Frequence d'apparition
gij,23,0.2
uw,9,0.07826
van,4,0.03478
de,4,0.03478
nu,3,0.02609
of,3,0.02609
te,3,0.02609
wel,3,0.02609
wat,3,0.02609
zijn,3,0.02609
al,3,0.02609
hebben,3,0.02609
een,3,0.02609
met,2,0.01739
ik,2,0.01739
door,2,0.01739
zij,2,0.01739
naar,2,0.01739
haat,2,0.01739
niet,2,0.01739
dat,2,0.01739
hij,2,0.01739
en,2,0.01739
haten,2,0.01739
algader,1,0.0087
elk,1,0.0087
zullen+het,1,0.0087
dikwijls,1,0.0087
ee,1,0.0087
oven,1,0.0087
hier,1,0.0087
op,1,0.0087
het,1,0.0087
o,1,0.0087
hochten,1,0.0087
hoofd,1,0.0087
deze,1,0.0087
iet,1,0.0087
in,1,0.0087
dit,1,0.0087
na,1,0.0087
zelf,1,0.0087
daar,1,0.0087
zeer,1,0.0087
hangen,1,0.0087
ie,1,0.0087
hoe,1,0.0087
dan,1,0.0087
wie,1,0.0087
eeuwelijk,1,0.0087
