Lemma,Nombre d'apparitions,Frequence d'apparition
ik,26,0.14525
gij,15,0.0838
mijn,13,0.07263
zij,9,0.05028
dat,7,0.03911
als,6,0.03352
eer,6,0.03352
zo,5,0.02793
de,5,0.02793
van,5,0.02793
niet,5,0.02793
hand,4,0.02235
wij,4,0.02235
te,4,0.02235
het,3,0.01676
uw,3,0.01676
met,3,0.01676
bij,3,0.01676
dikwijls,3,0.01676
haar,3,0.01676
geen,3,0.01676
om,3,0.01676
voor,2,0.01117
o,2,0.01117
tot,2,0.01117
in,2,0.01117
dan,2,0.01117
maar,2,0.01117
ja,2,0.01117
nu,2,0.01117
eten,2,0.01117
een,2,0.01117
hebben,2,0.01117
en,2,0.01117
wel,2,0.01117
mogelijk,1,0.00559
honden,1,0.00559
zijn,1,0.00559
ne,1,0.00559
altijd,1,0.00559
koken,1,0.00559
ding,1,0.00559
indien,1,0.00559
datelijk,1,0.00559
kok,1,0.00559
hoogtans,1,0.00559
wat,1,0.00559
kwalijk,1,0.00559
nochtans,1,0.00559
meer,1,0.00559
