Lemma,Nombre d'apparitions,Frequence d'apparition
een,17,0.12977
zijn,13,0.09924
de,8,0.06107
hij,8,0.06107
van,7,0.05344
ne,6,0.0458
twee,5,0.03817
in,4,0.03053
ik,4,0.03053
nu,3,0.0229
al,3,0.0229
het+men,3,0.0229
niemand,3,0.0229
op,3,0.0229
hoofd,2,0.01527
zij,2,0.01527
met,2,0.01527
zelf,2,0.01527
alleen,2,0.01527
eer,2,0.01527
eten,2,0.01527
zo,2,0.01527
dat,2,0.01527
hier,2,0.01527
voor,2,0.01527
genoeg,1,0.00763
gij+het,1,0.00763
bij,1,0.00763
na,1,0.00763
nabij,1,0.00763
heerwijl,1,0.00763
o,1,0.00763
hoe,1,0.00763
gij,1,0.00763
aan,1,0.00763
hangen,1,0.00763
vinden,1,0.00763
ijzeren,1,0.00763
als,1,0.00763
haat,1,0.00763
de+te,1,0.00763
hood,1,0.00763
.tat,1,0.00763
menig,1,0.00763
het,1,0.00763
horen,1,0.00763
cotsil,1,0.00763
