Lemma,Nombre d'apparitions,Frequence d'apparition
ik,15,0.13514
gij,8,0.07207
een,8,0.07207
mijn,7,0.06306
ne,5,0.04505
eer,4,0.03604
de,3,0.02703
uw,3,0.02703
hoofd,3,0.02703
aan,3,0.02703
zijn,3,0.02703
eten,3,0.02703
hood,3,0.02703
voor,3,0.02703
nu,3,0.02703
et,2,0.01802
zien,2,0.01802
haar,2,0.01802
ja,2,0.01802
op,2,0.01802
van,2,0.01802
zo,2,0.01802
in,2,0.01802
de+vervankelijk,1,0.00901
nooit,1,0.00901
zij,1,0.00901
opdat,1,0.00901
kok,1,0.00901
at,1,0.00901
horen,1,0.00901
dan,1,0.00901
door,1,0.00901
hoe,1,0.00901
het,1,0.00901
haf,1,0.00901
twee,1,0.00901
en,1,0.00901
de+te,1,0.00901
oogst,1,0.00901
die,1,0.00901
hebben,1,0.00901
natuoven,1,0.00901
ik+ne,1,0.00901
haten,1,0.00901
