Lemma,Nombre d'apparitions,Frequence d'apparition
de,16,0.15385
ik,9,0.08654
mijn,6,0.05769
van,5,0.04808
dat,5,0.04808
te,4,0.03846
in,4,0.03846
zij,4,0.03846
ne,3,0.02885
haar,3,0.02885
het,3,0.02885
een,3,0.02885
bib,3,0.02885
op,3,0.02885
zo,2,0.01923
twee,2,0.01923
meer,2,0.01923
niet,2,0.01923
hij,2,0.01923
kok,2,0.01923
nog,1,0.00962
bij,1,0.00962
et,1,0.00962
noach,1,0.00962
deze,1,0.00962
maar,1,0.00962
noch,1,0.00962
eten,1,0.00962
deelkaaf,1,0.00962
wat,1,0.00962
hier,1,0.00962
voor,1,0.00962
ook,1,0.00962
als,1,0.00962
je,1,0.00962
houder,1,0.00962
b,1,0.00962
daar,1,0.00962
met,1,0.00962
al,1,0.00962
hand,1,0.00962
