Lemma,Nombre d'apparitions,Frequence d'apparition
een,20,0.10526
hij,14,0.07368
de,13,0.06842
gij,10,0.05263
zij,10,0.05263
het,8,0.04211
van,8,0.04211
dat,7,0.03684
in,6,0.03158
ne,6,0.03158
mijn,5,0.02632
ik,5,0.02632
haar,4,0.02105
die,4,0.02105
en,4,0.02105
nu,3,0.01579
et,3,0.01579
hood,3,0.01579
hoe,3,0.01579
als,3,0.01579
tot,3,0.01579
deze,3,0.01579
zeer,2,0.01053
of,2,0.01053
geen,2,0.01053
daar,2,0.01053
zo,2,0.01053
hoeder,2,0.01053
aan,2,0.01053
eer,2,0.01053
de+te,2,0.01053
te,2,0.01053
uit,2,0.01053
op,2,0.01053
koken,2,0.01053
wij,2,0.01053
wie,2,0.01053
hier,2,0.01053
zijn,2,0.01053
staan,1,0.00526
namaals,1,0.00526
door,1,0.00526
hebben,1,0.00526
nooit,1,0.00526
wat,1,0.00526
dag,1,0.00526
binnen,1,0.00526
wel,1,0.00526
kok,1,0.00526
zien,1,0.00526
