Lemma,Nombre d'apparitions,Frequence d'apparition
wij,13,0.09155
uw,12,0.08451
de,10,0.07042
een,9,0.06338
in,7,0.0493
van,6,0.04225
ne,6,0.04225
ons,5,0.03521
gij,5,0.03521
die,4,0.02817
twee,4,0.02817
zijn,3,0.02113
hebben,3,0.02113
et,3,0.02113
eer,3,0.02113
of,3,0.02113
en,2,0.01408
ja,2,0.01408
het,2,0.01408
voor,2,0.01408
dan,2,0.01408
haar,2,0.01408
horen,2,0.01408
niet,2,0.01408
eten,2,0.01408
dat,2,0.01408
als,2,0.01408
eeuwig,2,0.01408
hel,1,0.00704
uit,1,0.00704
door,1,0.00704
enwaam,1,0.00704
de+oud,1,0.00704
op,1,0.00704
hoeden,1,0.00704
noch,1,0.00704
zij,1,0.00704
jane,1,0.00704
tot,1,0.00704
ook,1,0.00704
g,1,0.00704
een+waar,1,0.00704
ow,1,0.00704
niemand,1,0.00704
te,1,0.00704
met,1,0.00704
at,1,0.00704
.,1,0.00704
men,1,0.00704
te+de,1,0.00704
