Lemma,Nombre d'apparitions,Frequence d'apparition
wij,10,0.10204
eten,7,0.07143
ik,7,0.07143
uw,4,0.04082
dat,4,0.04082
eer,3,0.03061
de,3,0.03061
men,3,0.03061
of,3,0.03061
een,3,0.03061
niet,3,0.03061
die,3,0.03061
het,2,0.02041
hebben,2,0.02041
zijn,2,0.02041
gij,2,0.02041
wat,2,0.02041
ne,2,0.02041
tot,2,0.02041
hij,2,0.02041
geen,2,0.02041
twee,2,0.02041
van,2,0.02041
haten,1,0.0102
mijn,1,0.0102
hood,1,0.0102
af,1,0.0102
zij,1,0.0102
in,1,0.0102
elijk,1,0.0102
al,1,0.0102
als,1,0.0102
ei,1,0.0102
ooit,1,0.0102
et,1,0.0102
te,1,0.0102
voor,1,0.0102
ons,1,0.0102
hoe,1,0.0102
dan,1,0.0102
wel,1,0.0102
aan,1,0.0102
licht,1,0.0102
ook,1,0.0102
onverleden,1,0.0102
nooit,1,0.0102
