Lemma,Nombre d'apparitions,Frequence d'apparition
een,10,0.13158
ik,7,0.09211
het,5,0.06579
mijn,5,0.06579
van,4,0.05263
niet,3,0.03947
met,2,0.02632
zo,2,0.02632
in,2,0.02632
haar,2,0.02632
hebben,2,0.02632
zijn,2,0.02632
die,2,0.02632
kik,2,0.02632
dat,2,0.02632
haten,2,0.02632
gij,2,0.02632
te+de,1,0.01316
warmen,1,0.01316
nog,1,0.01316
ook,1,0.01316
op,1,0.01316
lezen,1,0.01316
na,1,0.01316
anders,1,0.01316
als,1,0.01316
kuik,1,0.01316
ei,1,0.01316
bij,1,0.01316
ons,1,0.01316
alzo,1,0.01316
ne,1,0.01316
iemand,1,0.01316
aan,1,0.01316
immer,1,0.01316
.f,1,0.01316
wel,1,0.01316
