Lemma,Nombre d'apparitions,Frequence d'apparition
ik,20,0.17391
gij,7,0.06087
mijn,6,0.05217
van,5,0.04348
een,5,0.04348
de,5,0.04348
ne,4,0.03478
hier,3,0.02609
in,3,0.02609
tot,3,0.02609
nu,3,0.02609
niet,3,0.02609
dat,3,0.02609
als,2,0.01739
wij,2,0.01739
uit,2,0.01739
hebben,2,0.01739
deze,2,0.01739
te,2,0.01739
hoe,2,0.01739
wel,2,0.01739
altijd,1,0.0087
iet,1,0.0087
zelf,1,0.0087
men,1,0.0087
bij,1,0.0087
uw,1,0.0087
o,1,0.0087
op,1,0.0087
eten,1,0.0087
of,1,0.0087
dan,1,0.0087
hoofd,1,0.0087
zonder,1,0.0087
intaat,1,0.0087
voor,1,0.0087
voort,1,0.0087
ook,1,0.0087
door,1,0.0087
en,1,0.0087
eeuwelijk,1,0.0087
zij,1,0.0087
hij,1,0.0087
zin,1,0.0087
het,1,0.0087
je,1,0.0087
aan,1,0.0087
zo,1,0.0087
hoon,1,0.0087
houden,1,0.0087
