Lemma,Nombre d'apparitions,Frequence d'apparition
gij,20,0.12422
zijn,11,0.06832
het,9,0.0559
eten,7,0.04348
ne,7,0.04348
uw,7,0.04348
de,7,0.04348
en,6,0.03727
hij,6,0.03727
in,6,0.03727
een,5,0.03106
als,5,0.03106
al,5,0.03106
houden,4,0.02484
na,3,0.01863
zij,3,0.01863
haar,3,0.01863
die,3,0.01863
van,3,0.01863
te,2,0.01242
nooit,2,0.01242
hand,2,0.01242
niet,2,0.01242
hebben,2,0.01242
ja,2,0.01242
vol,2,0.01242
o,2,0.01242
het+ij,2,0.01242
haten,2,0.01242
aan,1,0.00621
tot,1,0.00621
lijdtjen,1,0.00621
met,1,0.00621
maar,1,0.00621
geen,1,0.00621
men,1,0.00621
wat,1,0.00621
binnen,1,0.00621
hier,1,0.00621
nog,1,0.00621
mijn,1,0.00621
toen,1,0.00621
.,1,0.00621
daar,1,0.00621
eerst,1,0.00621
dat,1,0.00621
ook,1,0.00621
waar,1,0.00621
henen,1,0.00621
om,1,0.00621
