Lemma,Nombre d'apparitions,Frequence d'apparition
gij,22,0.08333
ik,20,0.07576
mijn,19,0.07197
eer,18,0.06818
de,13,0.04924
uw,11,0.04167
een,9,0.03409
ne,9,0.03409
in,7,0.02652
het,6,0.02273
eten,5,0.01894
kok,5,0.01894
hier,4,0.01515
dat,4,0.01515
bij,4,0.01515
van,4,0.01515
met,3,0.01136
als,3,0.01136
te,3,0.01136
het+zijn,3,0.01136
kie,3,0.01136
zo,3,0.01136
niet,3,0.01136
al,3,0.01136
en,3,0.01136
geen,3,0.01136
tot,3,0.01136
die,2,0.00758
uit,2,0.00758
hebben,2,0.00758
zoet,2,0.00758
haten,2,0.00758
dan,2,0.00758
wat,2,0.00758
wel,2,0.00758
ir,2,0.00758
gij+het,2,0.00758
hoe,2,0.00758
er,2,0.00758
hij,1,0.00379
hoeden,1,0.00379
hoofd,1,0.00379
zijn,1,0.00379
niets,1,0.00379
op,1,0.00379
men,1,0.00379
haar,1,0.00379
noch,1,0.00379
kik,1,0.00379
dag,1,0.00379
et,1,0.00379
exempel,1,0.00379
voor,1,0.00379
anders,1,0.00379
aarlewel,1,0.00379
ook,1,0.00379
dit,1,0.00379
gelijk,1,0.00379
vensterftie,1,0.00379
daar,1,0.00379
heel,1,0.00379
zonder,1,0.00379
haat,1,0.00379
smoeker,1,0.00379
heen,1,0.00379
meer,1,0.00379
donkertijde,1,0.00379
nu,1,0.00379
voort,1,0.00379
horen,1,0.00379
liefselijk,1,0.00379
na,1,0.00379
deze,1,0.00379
binnen,1,0.00379
indien,1,0.00379
of,1,0.00379
pregelijk,1,0.00379
zij,1,0.00379
laci,1,0.00379
genezen,1,0.00379
af,1,0.00379
beneden,1,0.00379
vol,1,0.00379
aan,1,0.00379
kwalijk,1,0.00379
twee,1,0.00379
