Lemma,Nombre d'apparitions,Frequence d'apparition
een,11,0.09821
hij,7,0.0625
wij,7,0.0625
de,5,0.04464
zo,4,0.03571
zij,4,0.03571
te,4,0.03571
haar,4,0.03571
al,3,0.02679
ne,3,0.02679
eer,3,0.02679
en,3,0.02679
gaarne,3,0.02679
uw,2,0.01786
je,2,0.01786
geen,2,0.01786
niet,2,0.01786
om,2,0.01786
hebben,2,0.01786
bij,2,0.01786
dit,2,0.01786
dat,2,0.01786
eten,2,0.01786
op,2,0.01786
van,2,0.01786
gij,2,0.01786
altijd,2,0.01786
ik,1,0.00893
nog,1,0.00893
uit,1,0.00893
tegen,1,0.00893
mijn,1,0.00893
horen,1,0.00893
ook,1,0.00893
in,1,0.00893
hand,1,0.00893
wel,1,0.00893
zullen+er,1,0.00893
wat,1,0.00893
nu,1,0.00893
het+hij,1,0.00893
voor,1,0.00893
ie,1,0.00893
altoos,1,0.00893
zo+het,1,0.00893
iet,1,0.00893
johannes,1,0.00893
tussen,1,0.00893
die,1,0.00893
zijn+het,1,0.00893
