Lemma,Nombre d'apparitions,Frequence d'apparition
een,13,0.08442
gij,13,0.08442
van,9,0.05844
de,8,0.05195
uw,8,0.05195
zijn,7,0.04545
dit,6,0.03896
hij,5,0.03247
et,5,0.03247
te,5,0.03247
ook,5,0.03247
in,5,0.03247
met,4,0.02597
na,4,0.02597
hier,4,0.02597
ik,3,0.01948
dat,3,0.01948
nu,3,0.01948
die,3,0.01948
tot,2,0.01299
en,2,0.01299
hebben,2,0.01299
wij,2,0.01299
hoofd,2,0.01299
het,2,0.01299
om,2,0.01299
mijn,2,0.01299
door,2,0.01299
al,2,0.01299
anders,1,0.00649
eer,1,0.00649
zij,1,0.00649
wel,1,0.00649
op,1,0.00649
herstelijk,1,0.00649
houden,1,0.00649
cijns,1,0.00649
men,1,0.00649
hout,1,0.00649
boven,1,0.00649
heel,1,0.00649
als,1,0.00649
zo,1,0.00649
bij,1,0.00649
ne,1,0.00649
deze,1,0.00649
hoeden,1,0.00649
o,1,0.00649
ei,1,0.00649
eik,1,0.00649
