Lemma,Nombre d'apparitions,Frequence d'apparition
een,15,0.1
gij,11,0.07333
de,11,0.07333
het,8,0.05333
van,7,0.04667
in,7,0.04667
en,6,0.04
dat,5,0.03333
nu,4,0.02667
zij,4,0.02667
ne,4,0.02667
eer,3,0.02
wat,3,0.02
hebben,3,0.02
zijn,3,0.02
met,3,0.02
men,3,0.02
wij,3,0.02
voor,2,0.01333
at,2,0.01333
zoet,2,0.01333
haten,2,0.01333
wel,2,0.01333
hij,2,0.01333
te,2,0.01333
haar,2,0.01333
eten,2,0.01333
hier,2,0.01333
als,2,0.01333
op,2,0.01333
zo+het,2,0.01333
eel,2,0.01333
door,2,0.01333
el,1,0.00667
:,1,0.00667
vroeg,1,0.00667
deze,1,0.00667
algader,1,0.00667
uw,1,0.00667
samen,1,0.00667
deugd,1,0.00667
geen,1,0.00667
gemeen,1,0.00667
man,1,0.00667
hangen,1,0.00667
na,1,0.00667
tot,1,0.00667
bij,1,0.00667
hoet,1,0.00667
lemma_unclear,1,0.00667
