Lemma,Nombre d'apparitions,Frequence d'apparition
ik,24,0.13115
een,19,0.10383
gij,15,0.08197
uw,10,0.05464
mijn,9,0.04918
ne,7,0.03825
niet,7,0.03825
van,6,0.03279
te,5,0.02732
op,5,0.02732
met,5,0.02732
de,4,0.02186
eten,4,0.02186
zij,4,0.02186
hebben,3,0.01639
in,3,0.01639
uit,3,0.01639
geen,3,0.01639
al,3,0.01639
wij,3,0.01639
koken,2,0.01093
hand,2,0.01093
dat,2,0.01093
die,2,0.01093
maar,2,0.01093
eer,2,0.01093
toe,2,0.01093
haten,2,0.01093
ie,2,0.01093
als,2,0.01093
en,2,0.01093
haar,1,0.00546
ir,1,0.00546
gaar,1,0.00546
hier,1,0.00546
wel,1,0.00546
hoog,1,0.00546
kik,1,0.00546
aan,1,0.00546
kok,1,0.00546
haasten,1,0.00546
ja,1,0.00546
ee,1,0.00546
horen,1,0.00546
nog,1,0.00546
hangen,1,0.00546
kwellen,1,0.00546
zo,1,0.00546
getagen,1,0.00546
tot,1,0.00546
