Lemma,Nombre d'apparitions,Frequence d'apparition
de,10,0.13333
dat,6,0.08
ik,4,0.05333
niet,4,0.05333
gij,3,0.04
en,3,0.04
als,3,0.04
hebben,3,0.04
zij,3,0.04
zijn,3,0.04
haar,2,0.02667
ja,2,0.02667
met,2,0.02667
in,2,0.02667
aal,2,0.02667
ooit,2,0.02667
het,2,0.02667
van,1,0.01333
weder,1,0.01333
nooit,1,0.01333
altoos,1,0.01333
el,1,0.01333
te,1,0.01333
ie,1,0.01333
eer,1,0.01333
et,1,0.01333
al,1,0.01333
eten,1,0.01333
wat,1,0.01333
snood,1,0.01333
ook,1,0.01333
tot,1,0.01333
wilkeuren,1,0.01333
voor,1,0.01333
nu,1,0.01333
een,1,0.01333
