Lemma,Nombre d'apparitions,Frequence d'apparition
ik,6,0.07595
de,5,0.06329
zij,5,0.06329
haar,5,0.06329
een,4,0.05063
et,3,0.03797
hoofd,3,0.03797
aan,3,0.03797
mijn,3,0.03797
in,2,0.02532
gij,2,0.02532
na,2,0.02532
op,2,0.02532
ne,2,0.02532
het,2,0.02532
van,2,0.02532
die,2,0.02532
ja,1,0.01266
dit,1,0.01266
o,1,0.01266
zo,1,0.01266
of,1,0.01266
hij,1,0.01266
dat,1,0.01266
niet,1,0.01266
elk,1,0.01266
als,1,0.01266
af,1,0.01266
dan,1,0.01266
dwalen,1,0.01266
wel,1,0.01266
eer,1,0.01266
nooit,1,0.01266
geheel,1,0.01266
te,1,0.01266
ee,1,0.01266
boven,1,0.01266
horen,1,0.01266
enezam,1,0.01266
dever,1,0.01266
met,1,0.01266
zijn,1,0.01266
tot,1,0.01266
