chars,Nombre d'apparitions,Frequence d'apparition
en ,28,0.06731
et ,17,0.04087
in ,15,0.03606
 u ,13,0.03125
"t, ",12,0.02885
een,12,0.02885
 do,11,0.02644
at ,10,0.02404
doo,10,0.02404
iin,10,0.02404
 ee,9,0.02163
ste,9,0.02163
ree,9,0.02163
an ,9,0.02163
de ,9,0.02163
 mi,9,0.02163
er ,9,0.02163
ede,8,0.01923
 ve,8,0.01923
 da,8,0.01923
ver,8,0.01923
gen,8,0.01923
eed,8,0.01923
 ha,7,0.01683
 wr,7,0.01683
wre,7,0.01683
ck ,7,0.01683
ick,7,0.01683
en.,7,0.01683
mii,7,0.01683
n. ,7,0.01683
oor,7,0.01683
aer,7,0.01683
al ,6,0.01442
t e,6,0.01442
 vo,6,0.01442
ot ,6,0.01442
ers,6,0.01442
ard,6,0.01442
n u,6,0.01442
t i,6,0.01442
oet,6,0.01442
 tr,6,0.01442
te ,6,0.01442
den,6,0.01442
gh ,5,0.01202
"en,",5,0.01202
"n, ",5,0.01202
 Da,5,0.01202
 te,5,0.01202
