chars,Nombre d'apparitions,Frequence d'apparition
en ,32,0.06823
er ,27,0.05757
aer,22,0.04691
 ha,21,0.04478
hae,17,0.03625
ghe,16,0.03412
at ,15,0.03198
 da,12,0.02559
 sy,12,0.02559
sy ,12,0.02559
iet,10,0.02132
an ,10,0.02132
 gh,10,0.02132
dt ,10,0.02132
dat,9,0.01919
t h,9,0.01919
ver,9,0.01919
en.,9,0.01919
n. ,9,0.01919
t d,8,0.01706
et ,8,0.01706
t' ,8,0.01706
eer,8,0.01706
 al,8,0.01706
 me,7,0.01493
hen,7,0.01493
n s,7,0.01493
n h,7,0.01493
 ve,7,0.01493
ten,7,0.01493
"t, ",7,0.01493
t t,6,0.01279
 te,6,0.01279
sen,6,0.01279
och,6,0.01279
n: ,6,0.01279
en:,6,0.01279
'en,6,0.01279
den,6,0.01279
 wi,6,0.01279
 va,6,0.01279
oor,6,0.01279
 wa,6,0.01279
ens,6,0.01279
een,6,0.01279
r d,5,0.01066
as ,5,0.01066
t g,5,0.01066
ete,5,0.01066
 Wa,5,0.01066
