chars,Nombre d'apparitions,Frequence d'apparition
der,7,0.04403
en ,7,0.04403
er ,7,0.04403
aal,5,0.03145
 gi,5,0.03145
gij,5,0.03145
 zo,4,0.02516
gen,4,0.02516
ond,4,0.02516
"n, ",4,0.02516
 de,4,0.02516
ij ,4,0.02516
t g,4,0.02516
alt,4,0.02516
"t, ",3,0.01887
nde,3,0.01887
ns ,3,0.01887
aan,3,0.01887
og ,3,0.01887
de ,3,0.01887
 wa,3,0.01887
al ,3,0.01887
zon,3,0.01887
an ,3,0.01887
rij,3,0.01887
ig ,3,0.01887
ans,3,0.01887
 da,3,0.01887
daa,3,0.01887
at ,3,0.01887
n d,3,0.01887
 ô ,3,0.01887
ô G,3,0.01887
sch,2,0.01258
 be,2,0.01258
", b",2,0.01258
jk ,2,0.01258
ijk,2,0.01258
lan,2,0.01258
oot,2,0.01258
hoo,2,0.01258
 in,2,0.01258
 sc,2,0.01258
n s,2,0.01258
in ,2,0.01258
ust,2,0.01258
rus,2,0.01258
 ru,2,0.01258
lt ,2,0.01258
eld,2,0.01258
