chars,Nombre d'apparitions,Frequence d'apparition
en ,34,0.08134
er ,20,0.04785
 he,18,0.04306
nde,15,0.03589
eer,12,0.02871
der,11,0.02632
 de,11,0.02632
et ,11,0.02632
de ,10,0.02392
den,10,0.02392
 al,9,0.02153
ck ,8,0.01914
aen,8,0.01914
"n, ",8,0.01914
"en,",8,0.01914
ere,8,0.01914
 De,8,0.01914
hem,8,0.01914
aer,8,0.01914
n d,7,0.01675
hy ,7,0.01675
at ,7,0.01675
sch,7,0.01675
De ,7,0.01675
ond,7,0.01675
ie ,7,0.01675
zij,6,0.01435
em ,6,0.01435
t h,6,0.01435
jck,6,0.01435
ijc,6,0.01435
 ae,6,0.01435
eck,6,0.01435
e s,6,0.01435
die,6,0.01435
 di,6,0.01435
ijn,6,0.01435
t. ,6,0.01435
 zi,6,0.01435
yt ,6,0.01435
eyt,6,0.01435
r d,6,0.01435
es ,6,0.01435
uwe,6,0.01435
 uw,6,0.01435
is ,6,0.01435
 is,6,0.01435
"e, ",6,0.01435
lle,6,0.01435
het,6,0.01435
