chars,Nombre d'apparitions,Frequence d'apparition
"n, ",31,0.06314
"en,",26,0.05295
en ,25,0.05092
eug,15,0.03055
 de,15,0.03055
ght,14,0.02851
t d,14,0.02851
et ,14,0.02851
ugh,13,0.02648
eer,12,0.02444
er ,12,0.02444
ere,11,0.0224
 / ,11,0.0224
ht ,10,0.02037
lt ,10,0.02037
 He,10,0.02037
aer,10,0.02037
 we,10,0.02037
"t, ",9,0.01833
ken,9,0.01833
", D",9,0.01833
 be,8,0.01629
nck,8,0.01629
an ,8,0.01629
aet,8,0.01629
it ,8,0.01629
ilt,8,0.01629
 wi,8,0.01629
 u ,8,0.01629
wil,8,0.01629
 di,7,0.01426
t g,7,0.01426
t w,7,0.01426
ers,7,0.01426
ijn,7,0.01426
cke,7,0.01426
sch,7,0.01426
Jon,7,0.01426
 Jo,7,0.01426
ong,6,0.01222
 Je,6,0.01222
Jeu,6,0.01222
t /,6,0.01222
t u,6,0.01222
ren,6,0.01222
vre,6,0.01222
ver,6,0.01222
es ,6,0.01222
aen,6,0.01222
wel,6,0.01222
