chars,Nombre d'apparitions,Frequence d'apparition
 mi,22,0.04574
ijn,22,0.04574
mij,22,0.04574
jn ,21,0.04366
en ,18,0.03742
"n, ",17,0.03534
aar,14,0.02911
ar ,14,0.02911
 ik,13,0.02703
ik ,13,0.02703
 he,12,0.02495
n m,11,0.02287
et ,11,0.02287
at ,11,0.02287
de ,10,0.02079
oor,10,0.02079
"en,",10,0.02079
een,9,0.01871
 ha,9,0.01871
haa,9,0.01871
", D",9,0.01871
 Da,9,0.01871
 de,8,0.01663
 to,8,0.01663
t m,7,0.01455
sch,7,0.01455
 ge,7,0.01455
 zo,7,0.01455
 zi,7,0.01455
hoo,7,0.01455
an ,7,0.01455
k h,7,0.01455
n d,7,0.01455
der,7,0.01455
erd,7,0.01455
lij,7,0.01455
ant,7,0.01455
t i,6,0.01247
e s,6,0.01247
 da,6,0.01247
ij ,6,0.01247
jes,6,0.01247
het,6,0.01247
e k,6,0.01247
Wan,6,0.01247
 Wa,6,0.01247
 ee,6,0.01247
rin,6,0.01247
rde,6,0.01247
te ,6,0.01247
