chars,Nombre d'apparitions,Frequence d'apparition
en ,28,0.07821
aar,14,0.03911
er ,13,0.03631
 ee,12,0.03352
ter,10,0.02793
 de,9,0.02514
ste,9,0.02514
cht,9,0.02514
an ,9,0.02514
 't,8,0.02235
't ,8,0.02235
oor,8,0.02235
 he,8,0.02235
ie ,8,0.02235
een,8,0.02235
de ,7,0.01955
ken,7,0.01955
 op,7,0.01955
"t, ",7,0.01955
em ,7,0.01955
ens,7,0.01955
or ,6,0.01676
der,6,0.01676
ich,6,0.01676
ar ,6,0.01676
 Wa,6,0.01676
t o,6,0.01676
 vo,6,0.01676
 ve,6,0.01676
et ,6,0.01676
n h,6,0.01676
ver,6,0.01676
ng ,5,0.01397
ns ,5,0.01397
ard,5,0.01397
 Ee,5,0.01397
gen,5,0.01397
 da,5,0.01397
eer,5,0.01397
sch,5,0.01397
 oo,5,0.01397
ing,5,0.01397
aan,5,0.01397
ers,5,0.01397
it ,5,0.01397
 zi,5,0.01397
op ,5,0.01397
 wi,5,0.01397
 on,5,0.01397
hei,4,0.01117
