chars,Nombre d'apparitions,Frequence d'apparition
en ,6,0.05128
een,6,0.05128
et ,3,0.02564
and,3,0.02564
oor,3,0.02564
 my,3,0.02564
der,3,0.02564
iet,3,0.02564
nie,3,0.02564
 ni,3,0.02564
el ,3,0.02564
 vr,2,0.01709
", T",2,0.01709
 ee,2,0.01709
ord,2,0.01709
myn,2,0.01709
yn ,2,0.01709
d. ,2,0.01709
er ,2,0.01709
zen,2,0.01709
vre,2,0.01709
ree,2,0.01709
eez,2,0.01709
eze,2,0.01709
s n,2,0.01709
an ,2,0.01709
n d,2,0.01709
 de,2,0.01709
 we,2,0.01709
t v,2,0.01709
aar,2,0.01709
is ,2,0.01709
mee,2,0.01709
 We,2,0.01709
Wel,2,0.01709
t. ,2,0.01709
n h,2,0.01709
 ha,2,0.01709
 't,2,0.01709
't ,2,0.01709
nd ,2,0.01709
 is,2,0.01709
 Ik,2,0.01709
Ik ,2,0.01709
iel,2,0.01709
ld ,2,0.01709
d: ,2,0.01709
ar ,2,0.01709
 he,2,0.01709
en.,2,0.01709
