chars,Nombre d'apparitions,Frequence d'apparition
en ,44,0.09932
"t, ",21,0.0474
er ,19,0.04289
den,18,0.04063
 me,13,0.02935
"n, ",12,0.02709
ghe,11,0.02483
ijd,11,0.02483
"dt,",10,0.02257
nde,10,0.02257
ier,10,0.02257
et ,10,0.02257
 en,10,0.02257
"en,",10,0.02257
sch,9,0.02032
 al,9,0.02032
lij,9,0.02032
 gh,9,0.02032
’t ,9,0.02032
dt ,8,0.01806
n s,8,0.01806
 be,8,0.01806
aer,7,0.0158
jdt,7,0.0158
igh,7,0.0158
ns ,7,0.0158
", e",7,0.0158
 Go,6,0.01354
de ,6,0.01354
hie,6,0.01354
 hi,6,0.01354
een,6,0.01354
", D",6,0.01354
 ’t,6,0.01354
 so,6,0.01354
eer,6,0.01354
 qu,6,0.01354
met,6,0.01354
lle,6,0.01354
hy ,6,0.01354
and,6,0.01354
che,6,0.01354
aen,5,0.01129
der,5,0.01129
 va,5,0.01129
van,5,0.01129
an ,5,0.01129
n a,5,0.01129
all,5,0.01129
ckt,5,0.01129
