chars,Nombre d'apparitions,Frequence d'apparition
en ,28,0.06512
er ,17,0.03953
aer,17,0.03953
ghe,15,0.03488
 ha,12,0.02791
et ,11,0.02558
 di,11,0.02558
ver,11,0.02558
"n, ",10,0.02326
t s,10,0.02326
 ve,10,0.02326
"en,",10,0.02326
ie ,10,0.02326
moe,9,0.02093
odt,9,0.02093
dt ,9,0.02093
te ,9,0.02093
 sy,9,0.02093
sy ,9,0.02093
hae,9,0.02093
God,8,0.0186
 in,8,0.0186
hen,8,0.0186
 da,8,0.0186
 Go,8,0.0186
e s,8,0.0186
die,8,0.0186
 mo,8,0.0186
van,7,0.01628
an ,7,0.01628
inn,7,0.01628
", d",7,0.01628
est,7,0.01628
at ,7,0.01628
sen,7,0.01628
t' ,6,0.01395
den,6,0.01395
eck,6,0.01395
t t,6,0.01395
oet,6,0.01395
 va,6,0.01395
 st,6,0.01395
r s,5,0.01163
 si,5,0.01163
nne,5,0.01163
 gh,5,0.01163
 de,5,0.01163
eug,5,0.01163
ugh,5,0.01163
ght,5,0.01163
