chars,Nombre d'apparitions,Frequence d'apparition
en ,41,0.10024
er ,16,0.03912
ier,14,0.03423
den,11,0.02689
de ,11,0.02689
 de,11,0.02689
gh ,10,0.02445
in ,10,0.02445
n s,10,0.02445
ogh,9,0.022
aer,9,0.022
nde,9,0.022
een,9,0.022
ie ,9,0.022
"n, ",8,0.01956
 ee,8,0.01956
ls ,8,0.01956
ck ,8,0.01956
oog,8,0.01956
yn ,7,0.01711
 da,7,0.01711
ste,7,0.01711
En ,7,0.01711
 En,7,0.01711
yl ,7,0.01711
et ,7,0.01711
 Al,7,0.01711
 in,7,0.01711
"en,",7,0.01711
at ,7,0.01711
 't,6,0.01467
"r, ",6,0.01467
"er,",6,0.01467
ief,6,0.01467
ot ,6,0.01467
te ,6,0.01467
't ,6,0.01467
 De,6,0.01467
t d,6,0.01467
ick,6,0.01467
 ic,6,0.01467
Als,6,0.01467
ren,6,0.01467
n d,5,0.01222
 Me,5,0.01222
", A",5,0.01222
 wa,5,0.01222
", E",5,0.01222
 to,5,0.01222
 di,5,0.01222
