chars,Nombre d'apparitions,Frequence d'apparition
en ,32,0.06026
er ,22,0.04143
ghe,22,0.04143
ijn,17,0.03202
"n, ",16,0.03013
 de,16,0.03013
jn ,16,0.03013
"en,",15,0.02825
aer,15,0.02825
de ,15,0.02825
 mi,14,0.02637
ck ,14,0.02637
et ,13,0.02448
cht,13,0.02448
mij,12,0.0226
"t, ",11,0.02072
ver,11,0.02072
te ,10,0.01883
t d,10,0.01883
in ,10,0.01883
 ve,10,0.01883
t. ,10,0.01883
 be,9,0.01695
een,9,0.01695
n m,9,0.01695
 en,9,0.01695
 gh,8,0.01507
nie,8,0.01507
iet,8,0.01507
n s,8,0.01507
oor,8,0.01507
an ,8,0.01507
erd,8,0.01507
e s,8,0.01507
hen,8,0.01507
sch,7,0.01318
dt ,7,0.01318
ndt,7,0.01318
ie ,7,0.01318
 te,7,0.01318
ich,7,0.01318
ach,7,0.01318
 ni,7,0.01318
st ,7,0.01318
t m,6,0.0113
 da,6,0.0113
al ,6,0.0113
ers,6,0.0113
ch ,6,0.0113
 va,6,0.0113
