chars,Nombre d'apparitions,Frequence d'apparition
er ,19,0.06032
en ,14,0.04444
een,9,0.02857
et ,9,0.02857
uwe,9,0.02857
de ,8,0.0254
ouw,8,0.0254
an ,8,0.0254
"n, ",8,0.0254
‘er,8,0.0254
 ‘e,8,0.0254
je ,7,0.02222
 zy,7,0.02222
n. ,7,0.02222
En ,6,0.01905
hoo,6,0.01905
", E",6,0.01905
"en,",6,0.01905
 de,6,0.01905
ief,6,0.01905
 En,6,0.01905
ar ,6,0.01905
aar,6,0.01905
e v,6,0.01905
 al,5,0.01587
zyn,5,0.01587
lie,5,0.01587
ng ,5,0.01587
oor,5,0.01587
ver,5,0.01587
yn ,5,0.01587
el ,5,0.01587
le ,5,0.01587
lle,5,0.01587
all,5,0.01587
 ee,5,0.01587
ie ,5,0.01587
eer,5,0.01587
 He,5,0.01587
en.,5,0.01587
iet,5,0.01587
ind,5,0.01587
nde,5,0.01587
aan,5,0.01587
 op,5,0.01587
 zo,5,0.01587
 vr,4,0.0127
vro,4,0.0127
roe,4,0.0127
 Li,4,0.0127
