chars,Nombre d'apparitions,Frequence d'apparition
en ,40,0.09217
er ,21,0.04839
et ,20,0.04608
"n, ",19,0.04378
"en,",14,0.03226
aer,11,0.02535
ijn,11,0.02535
 de,11,0.02535
de ,10,0.02304
 be,10,0.02304
een,10,0.02304
 ge,10,0.02304
uyt,8,0.01843
den,8,0.01843
oor,8,0.01843
te ,8,0.01843
sch,7,0.01613
"e, ",7,0.01613
ns ,7,0.01613
 on,7,0.01613
 mi,7,0.01613
men,7,0.01613
n v,7,0.01613
ter,7,0.01613
yte,7,0.01613
Ruy,7,0.01613
 Ru,7,0.01613
oet,7,0.01613
eer,6,0.01382
oen,6,0.01382
len,6,0.01382
 vo,6,0.01382
t g,6,0.01382
 ha,6,0.01382
 me,6,0.01382
ons,6,0.01382
n o,6,0.01382
 en,6,0.01382
 zi,6,0.01382
aet,6,0.01382
zij,6,0.01382
n d,6,0.01382
jn ,6,0.01382
 u ,6,0.01382
hae,6,0.01382
 da,6,0.01382
 ee,6,0.01382
at ,6,0.01382
 mo,6,0.01382
r h,5,0.01152
