chars,Nombre d'apparitions,Frequence d'apparition
"en,",4,0.03922
"n, ",4,0.03922
aar,3,0.02941
ond,3,0.02941
sch,3,0.02941
rie,3,0.02941
wen,3,0.02941
et ,3,0.02941
'k ,3,0.02941
 'k,3,0.02941
 de,3,0.02941
end,2,0.01961
ns ,2,0.01961
ens,2,0.01961
 vr,2,0.01961
vri,2,0.01961
ien,2,0.01961
ouw,2,0.01961
nde,2,0.01961
nsc,2,0.01961
nd ,2,0.01961
hou,2,0.01961
uwe,2,0.01961
 on,2,0.01961
 la,2,0.01961
ar ,2,0.01961
 we,2,0.01961
 he,2,0.01961
dee,2,0.01961
iet,2,0.01961
 uw,2,0.01961
uw ,2,0.01961
het,2,0.01961
yn ,2,0.01961
dri,2,0.01961
ink,2,0.01961
nke,2,0.01961
ken,2,0.01961
n d,2,0.01961
oor,1,0.0098
e G,1,0.0098
de ,1,0.0098
r d,1,0.0098
or ,1,0.0098
u v,1,0.0098
voo,1,0.0098
 vo,1,0.0098
Nu ,1,0.0098
 Nu,1,0.0098
 Ga,1,0.0098
