chars,Nombre d'apparitions,Frequence d'apparition
en ,15,0.05597
jn ,9,0.03358
 u ,9,0.03358
ck ,9,0.03358
ijn,9,0.03358
"t, ",8,0.02985
 mi,8,0.02985
mij,7,0.02612
 en,7,0.02612
iet,7,0.02612
lae,6,0.02239
 da,6,0.02239
at ,6,0.02239
 Zi,6,0.02239
de ,6,0.02239
iel,6,0.02239
 my,5,0.01866
et ,5,0.01866
el ,5,0.01866
lie,5,0.01866
er ,5,0.01866
aer,5,0.01866
 ge,5,0.01866
’t ,5,0.01866
 ’t,5,0.01866
egh,5,0.01866
n s,5,0.01866
or ,5,0.01866
oor,5,0.01866
gh ,5,0.01866
Zie,5,0.01866
ick,5,0.01866
 ic,5,0.01866
aet,4,0.01493
 st,4,0.01493
 la,4,0.01493
erd,4,0.01493
my ,4,0.01493
an ,4,0.01493
ien,4,0.01493
sch,4,0.01493
En ,3,0.01119
e Z,3,0.01119
 vo,3,0.01119
voo,3,0.01119
nie,3,0.01119
 En,3,0.01119
 sm,3,0.01119
eck,3,0.01119
lij,3,0.01119
