chars,Nombre d'apparitions,Frequence d'apparition
en ,23,0.06667
et ,15,0.04348
"n, ",15,0.04348
n w,11,0.03188
"t, ",11,0.03188
 di,9,0.02609
die,9,0.02609
"en,",9,0.02609
aar,9,0.02609
 we,8,0.02319
ten,8,0.02319
eer,8,0.02319
cht,7,0.02029
an ,7,0.02029
 va,7,0.02029
syn,7,0.02029
 sy,7,0.02029
 de,7,0.02029
 me,7,0.02029
 ge,7,0.02029
een,7,0.02029
ie ,7,0.02029
yn ,6,0.01739
aan,6,0.01739
t h,6,0.01739
 He,6,0.01739
n d,6,0.01739
n s,5,0.01449
 be,5,0.01449
gaa,5,0.01449
 he,5,0.01449
ven,5,0.01449
Hee,5,0.01449
", m",5,0.01449
r d,5,0.01449
ar ,5,0.01449
 en,5,0.01449
met,5,0.01449
t b,5,0.01449
er ,5,0.01449
"g, ",5,0.01449
 do,5,0.01449
oos,5,0.01449
in ,5,0.01449
 in,5,0.01449
", d",4,0.01159
de ,4,0.01159
 go,4,0.01159
god,4,0.01159
loo,4,0.01159
