chars,Nombre d'apparitions,Frequence d'apparition
en ,48,0.10526
ijn,18,0.03947
jn ,16,0.03509
et ,15,0.03289
 ve,15,0.03289
ert,14,0.0307
ver,14,0.0307
 mi,13,0.02851
mij,13,0.02851
t m,12,0.02632
ghe,12,0.02632
ch ,11,0.02412
er ,11,0.02412
ich,10,0.02193
 u ,10,0.02193
ck ,10,0.02193
cht,9,0.01974
n D,9,0.01974
 we,8,0.01754
lt ,8,0.01754
oor,8,0.01754
rt ,7,0.01535
 gh,7,0.01535
 he,7,0.01535
ht ,7,0.01535
 me,7,0.01535
met,7,0.01535
hae,6,0.01316
hen,6,0.01316
den,6,0.01316
 Wa,6,0.01316
tic,6,0.01316
 st,6,0.01316
elt,6,0.01316
len,6,0.01316
aer,6,0.01316
ren,6,0.01316
ick,6,0.01316
 so,6,0.01316
t u,6,0.01316
t v,6,0.01316
ten,6,0.01316
 Mi,5,0.01096
wee,5,0.01096
eer,5,0.01096
de ,5,0.01096
ele,5,0.01096
n l,5,0.01096
 en,5,0.01096
eel,5,0.01096
