chars,Nombre d'apparitions,Frequence d'apparition
en ,98,0.10262
er ,46,0.04817
 de,38,0.03979
eer,36,0.0377
et ,26,0.02723
aer,25,0.02618
"n, ",25,0.02618
"t, ",25,0.02618
de ,22,0.02304
an ,22,0.02304
den,22,0.02304
", D",21,0.02199
 ge,19,0.0199
 me,19,0.0199
ten,19,0.0199
oor,18,0.01885
"en,",18,0.01885
n d,18,0.01885
 va,17,0.0178
ver,17,0.0178
 ha,17,0.0178
ren,16,0.01675
gen,16,0.01675
n s,16,0.01675
n. ,15,0.01571
ert,15,0.01571
 da,15,0.01571
en.,15,0.01571
oot,15,0.01571
 ee,14,0.01466
een,14,0.01466
cht,14,0.01466
 ve,14,0.01466
", S",14,0.01466
"d, ",13,0.01361
‘t ,13,0.01361
 ‘t,13,0.01361
at ,13,0.01361
van,13,0.01361
te ,13,0.01361
ie ,12,0.01257
 he,12,0.01257
t d,12,0.01257
n g,12,0.01257
 we,12,0.01257
ijn,12,0.01257
roo,11,0.01152
hte,11,0.01152
 so,11,0.01152
ers,11,0.01152
