chars,Nombre d'apparitions,Frequence d'apparition
en ,23,0.06949
et ,21,0.06344
ken,10,0.03021
n s,9,0.02719
ijn,9,0.02719
t s,8,0.02417
 he,8,0.02417
"n, ",8,0.02417
jn ,8,0.02417
oo ,8,0.02417
ske,7,0.02115
"en,",7,0.02115
"t, ",7,0.02115
een,7,0.02115
oos,7,0.02115
er ,7,0.02115
iet,7,0.02115
 da,6,0.01813
 so,6,0.01813
 He,6,0.01813
aen,6,0.01813
 Ro,6,0.01813
Roo,6,0.01813
t h,6,0.01813
sch,6,0.01813
ghe,6,0.01813
 ee,6,0.01813
n e,6,0.01813
 si,6,0.01813
soo,5,0.01511
Het,5,0.01511
het,5,0.01511
En ,5,0.01511
 En,5,0.01511
", E",5,0.01511
 di,5,0.01511
 le,5,0.01511
osk,5,0.01511
t R,5,0.01511
at ,5,0.01511
 sc,5,0.01511
der,5,0.01511
 gh,5,0.01511
sie,4,0.01208
t d,4,0.01208
 we,4,0.01208
dt ,4,0.01208
gae,4,0.01208
", S",4,0.01208
t a,4,0.01208
