chars,Nombre d'apparitions,Frequence d'apparition
"n, ",24,0.07524
en ,23,0.0721
"en,",22,0.06897
er ,12,0.03762
lle,9,0.02821
aer,9,0.02821
et ,8,0.02508
ken,7,0.02194
 be,7,0.02194
 me,7,0.02194
't ,6,0.01881
ck ,6,0.01881
gh ,6,0.01881
an ,6,0.01881
 't,6,0.01881
 st,6,0.01881
ver,6,0.01881
"t, ",5,0.01567
der,5,0.01567
oog,5,0.01567
 Da,5,0.01567
 we,5,0.01567
len,5,0.01567
n m,5,0.01567
at ,5,0.01567
s w,5,0.01567
de ,5,0.01567
 ge,5,0.01567
 da,5,0.01567
 he,5,0.01567
een,5,0.01567
sch,5,0.01567
ie ,5,0.01567
nde,5,0.01567
", E",4,0.01254
 de,4,0.01254
es ,4,0.01254
 Al,4,0.01254
and,4,0.01254
 wa,4,0.01254
 En,4,0.01254
 so,4,0.01254
gen,4,0.01254
 on,4,0.01254
t d,4,0.01254
 ee,4,0.01254
n s,4,0.01254
den,4,0.01254
 ve,4,0.01254
eld,4,0.01254
